id,WKT,mgo,al2o3,sio2,cao,tio2,feo,potassium,thorium,uranium
10,"POLYGON ((-156.0 -82.5, -132.0 -82.5, -132.0 -77.5, -156.0 -77.5, -156.0 -82.5))",9.526400,23.394000,44.041000,16.682000,0.000000,7.308100,528.1600,1.1916,0.3243
11,"POLYGON ((-132.0 -82.5, -108.0 -82.5, -108.0 -77.5, -132.0 -77.5, -132.0 -82.5))",8.790500,25.855000,44.260000,15.093000,0.003809,5.832000,480.9000,0.9914,0.2697
12,"POLYGON ((-108.0 -82.5, -84.0 -82.5, -84.0 -77.5, -108.0 -77.5, -108.0 -82.5))",6.989100,25.648000,45.314000,16.337000,0.064063,5.150600,403.7400,0.7556,0.2053
13,"POLYGON ((-84.0 -82.5, -60.0 -82.5, -60.0 -77.5, -84.0 -77.5, -84.0 -82.5))",6.118400,26.466000,46.420000,15.479000,0.253790,4.761900,433.0000,0.6992,0.1899
14,"POLYGON ((-60.0 -82.5, -36.0 -82.5, -36.0 -77.5, -60.0 -77.5, -60.0 -82.5))",6.006500,27.264000,45.052000,15.644000,0.198520,5.069900,433.6500,0.8128,0.2209
15,"POLYGON ((-36.0 -82.5, -12.0 -82.5, -12.0 -77.5, -36.0 -77.5, -36.0 -82.5))",6.404500,26.901000,45.647000,15.859000,0.000000,4.557500,396.5700,0.8018,0.2179
16,"POLYGON ((-12.0 -82.5, 12.0 -82.5, 12.0 -77.5, -12.0 -77.5, -12.0 -82.5))",7.207900,31.288000,42.381000,14.272000,0.211510,4.121400,268.0200,0.5338,0.1447
17,"POLYGON ((12.0 -82.5, 36.0 -82.5, 36.0 -77.5, 12.0 -77.5, 12.0 -82.5))",6.521600,27.430000,44.779000,15.296000,0.169200,4.342000,296.6800,0.4431,0.1200
18,"POLYGON ((36.0 -82.5, 60.0 -82.5, 60.0 -77.5, 36.0 -77.5, 36.0 -82.5))",7.033500,26.973000,43.666000,15.225000,0.260050,4.342900,230.1400,0.5832,0.1582
19,"POLYGON ((60.0 -82.5, 84.0 -82.5, 84.0 -77.5, 60.0 -77.5, 60.0 -82.5))",6.611500,28.051000,43.462000,16.017000,0.266870,4.511300,288.7100,0.6026,0.1635
20,"POLYGON ((84.0 -82.5, 108.0 -82.5, 108.0 -77.5, 84.0 -77.5, 84.0 -82.5))",8.212800,25.669000,45.663000,16.360000,0.177180,4.923100,346.5400,0.6514,0.1768
21,"POLYGON ((108.0 -82.5, 132.0 -82.5, 132.0 -77.5, 108.0 -77.5, 108.0 -82.5))",8.537400,26.487000,44.703000,16.894000,0.019294,4.848600,356.8400,0.7597,0.2064
22,"POLYGON ((132.0 -82.5, 156.0 -82.5, 156.0 -77.5, 132.0 -77.5, 132.0 -82.5))",8.146900,26.538000,45.211000,16.707000,0.131290,5.463900,470.2500,0.8645,0.2350
23,"POLYGON ((156.0 -82.5, 180.0 -82.5, 180.0 -77.5, 156.0 -77.5, 156.0 -82.5))",9.160000,25.774000,44.283000,16.164000,0.057598,6.776700,461.6500,1.1030,0.3001
24,"POLYGON ((-180.0 -77.5, -162.0 -77.5, -162.0 -72.5, -180.0 -72.5, -180.0 -77.5))",9.367000,23.257000,45.049000,13.769000,0.460060,8.194400,732.5700,1.6739,0.4560
25,"POLYGON ((-162.0 -77.5, -144.0 -77.5, -144.0 -72.5, -162.0 -72.5, -162.0 -77.5))",8.957000,21.256000,45.801000,15.328000,0.461640,8.183500,675.4200,1.6321,0.4446
26,"POLYGON ((-144.0 -77.5, -126.0 -77.5, -126.0 -72.5, -144.0 -72.5, -144.0 -77.5))",11.241000,24.247000,43.817000,15.449000,0.000000,6.552000,508.8500,1.5157,0.4128
27,"POLYGON ((-126.0 -77.5, -108.0 -77.5, -108.0 -72.5, -126.0 -72.5, -126.0 -77.5))",8.555000,20.993000,47.224000,15.496000,0.079543,6.526500,453.5600,1.1552,0.3144
28,"POLYGON ((-108.0 -77.5, -90.0 -77.5, -90.0 -72.5, -108.0 -72.5, -108.0 -77.5))",6.213500,27.753000,44.725000,15.784000,0.146960,5.074800,402.0800,0.7552,0.2052
29,"POLYGON ((-90.0 -77.5, -72.0 -77.5, -72.0 -72.5, -90.0 -72.5, -90.0 -77.5))",7.271800,28.714000,43.839000,14.938000,0.287110,4.390400,347.6900,0.6254,0.1697
30,"POLYGON ((-72.0 -77.5, -54.0 -77.5, -54.0 -72.5, -72.0 -72.5, -72.0 -77.5))",8.051400,26.603000,44.535000,15.867000,0.082176,4.723100,271.5100,0.6488,0.1761
31,"POLYGON ((-54.0 -77.5, -36.0 -77.5, -36.0 -72.5, -54.0 -72.5, -54.0 -77.5))",7.100200,28.268000,44.893000,15.298000,0.196460,4.508400,352.5500,0.5010,0.1358
32,"POLYGON ((-36.0 -77.5, -18.0 -77.5, -18.0 -72.5, -36.0 -72.5, -36.0 -77.5))",6.657400,25.905000,45.370000,16.517000,0.106510,4.831300,287.9400,0.6362,0.1727
33,"POLYGON ((-18.0 -77.5, 0.0 -77.5, 0.0 -72.5, -18.0 -72.5, -18.0 -77.5))",6.177700,27.062000,44.920000,16.166000,0.269280,4.390800,246.8300,0.5153,0.1397
34,"POLYGON ((0.0 -77.5, 18.0 -77.5, 18.0 -72.5, 0.0 -72.5, 0.0 -77.5))",4.729500,25.859000,45.114000,16.644000,0.306750,4.539800,209.9900,0.4029,0.1090
35,"POLYGON ((18.0 -77.5, 36.0 -77.5, 36.0 -72.5, 18.0 -72.5, 18.0 -77.5))",6.076700,27.754000,44.608000,15.332000,0.183350,4.470000,230.3800,0.3857,0.1043
36,"POLYGON ((36.0 -77.5, 54.0 -77.5, 54.0 -72.5, 36.0 -72.5, 36.0 -77.5))",8.354600,25.350000,45.298000,15.724000,0.000000,4.008100,213.0200,0.4140,0.1120
37,"POLYGON ((54.0 -77.5, 72.0 -77.5, 72.0 -72.5, 54.0 -72.5, 54.0 -77.5))",5.249300,26.614000,45.431000,16.198000,0.100120,4.656800,329.8900,0.6297,0.1709
38,"POLYGON ((72.0 -77.5, 90.0 -77.5, 90.0 -72.5, 72.0 -72.5, 72.0 -77.5))",7.239900,26.292000,45.368000,15.260000,0.116990,5.172700,350.8600,0.7932,0.2155
39,"POLYGON ((90.0 -77.5, 108.0 -77.5, 108.0 -72.5, 90.0 -72.5, 90.0 -77.5))",7.869900,27.134000,45.512000,15.496000,0.212540,5.320900,436.8400,0.6990,0.1898
40,"POLYGON ((108.0 -77.5, 126.0 -77.5, 126.0 -72.5, 108.0 -72.5, 108.0 -77.5))",8.357700,28.628000,44.970000,14.281000,0.120560,4.829800,300.2300,0.6201,0.1683
41,"POLYGON ((126.0 -77.5, 144.0 -77.5, 144.0 -72.5, 126.0 -72.5, 126.0 -77.5))",8.512900,25.284000,45.222000,16.341000,0.000000,5.178500,372.6700,0.7578,0.2059
42,"POLYGON ((144.0 -77.5, 162.0 -77.5, 162.0 -72.5, 144.0 -72.5, 144.0 -77.5))",8.455100,25.621000,46.903000,15.429000,0.353510,6.026400,493.2900,1.1788,0.3208
43,"POLYGON ((162.0 -77.5, 180.0 -77.5, 180.0 -72.5, 162.0 -72.5, 162.0 -77.5))",8.460500,25.284000,44.333000,15.526000,0.348090,7.258700,714.0600,1.5999,0.4358
44,"POLYGON ((-180.0 -72.5, -168.0 -72.5, -168.0 -67.5, -180.0 -67.5, -180.0 -72.5))",10.693000,22.216000,45.522000,14.429000,0.103260,7.336600,886.5500,2.1421,0.5838
45,"POLYGON ((-168.0 -72.5, -156.0 -72.5, -156.0 -67.5, -168.0 -67.5, -168.0 -72.5))",6.770700,18.945000,45.652000,16.216000,0.862890,9.253900,1084.8000,2.1872,0.5961
46,"POLYGON ((-156.0 -72.5, -144.0 -72.5, -144.0 -67.5, -156.0 -67.5, -156.0 -72.5))",7.023800,23.926000,46.743000,12.891000,0.565270,7.910300,947.9100,1.9980,0.5444
47,"POLYGON ((-144.0 -72.5, -132.0 -72.5, -132.0 -67.5, -144.0 -67.5, -144.0 -72.5))",8.635200,22.447000,45.617000,15.889000,0.219570,7.767500,735.2000,1.7569,0.4786
48,"POLYGON ((-132.0 -72.5, -120.0 -72.5, -120.0 -67.5, -132.0 -67.5, -132.0 -72.5))",8.526800,23.738000,45.380000,14.311000,0.197730,6.796500,623.1100,1.5374,0.4187
49,"POLYGON ((-120.0 -72.5, -108.0 -72.5, -108.0 -67.5, -120.0 -67.5, -120.0 -72.5))",7.156900,28.291000,43.696000,13.425000,0.332700,5.263900,478.9400,1.1356,0.3090
50,"POLYGON ((-108.0 -72.5, -96.0 -72.5, -96.0 -67.5, -108.0 -67.5, -108.0 -72.5))",7.580200,25.370000,45.207000,15.300000,0.196450,4.522000,330.6700,0.7764,0.2110
51,"POLYGON ((-96.0 -72.5, -84.0 -72.5, -84.0 -67.5, -96.0 -67.5, -96.0 -72.5))",5.873700,28.595000,44.577000,15.619000,0.196310,4.286700,165.4800,0.5380,0.1459
52,"POLYGON ((-84.0 -72.5, -72.0 -72.5, -72.0 -67.5, -84.0 -67.5, -84.0 -72.5))",6.544200,24.023000,46.297000,16.190000,0.282040,4.737100,232.0200,0.3706,0.1002
53,"POLYGON ((-72.0 -72.5, -60.0 -72.5, -60.0 -67.5, -72.0 -67.5, -72.0 -72.5))",5.634000,28.594000,45.267000,14.521000,0.383620,4.019300,244.3600,0.3961,0.1071
54,"POLYGON ((-60.0 -72.5, -48.0 -72.5, -48.0 -67.5, -60.0 -67.5, -60.0 -72.5))",6.922500,27.331000,43.667000,16.098000,0.206510,4.381500,206.2900,0.5602,0.1519
55,"POLYGON ((-48.0 -72.5, -36.0 -72.5, -36.0 -67.5, -48.0 -67.5, -48.0 -72.5))",6.665100,27.966000,43.570000,16.266000,0.306920,4.797600,99.8040,0.5749,0.1560
56,"POLYGON ((-36.0 -72.5, -24.0 -72.5, -24.0 -67.5, -36.0 -67.5, -36.0 -72.5))",7.113000,29.778000,42.736000,15.766000,0.377360,4.232600,214.6500,0.5099,0.1382
57,"POLYGON ((-24.0 -72.5, -12.0 -72.5, -12.0 -67.5, -24.0 -67.5, -24.0 -72.5))",6.756500,27.506000,43.844000,17.259000,0.053343,4.344500,132.7800,0.6432,0.1746
58,"POLYGON ((-12.0 -72.5, 0.0 -72.5, 0.0 -67.5, -12.0 -67.5, -12.0 -72.5))",4.281000,30.281000,45.666000,15.026000,0.018142,3.777300,262.3600,0.4122,0.1115
59,"POLYGON ((0.0 -72.5, 12.0 -72.5, 12.0 -67.5, 0.0 -67.5, 0.0 -72.5))",4.296200,26.697000,43.709000,17.371000,0.486030,4.495100,266.3200,0.3726,0.1007
60,"POLYGON ((12.0 -72.5, 24.0 -72.5, 24.0 -67.5, 12.0 -67.5, 12.0 -72.5))",8.500900,30.178000,41.637000,14.404000,0.192280,3.822800,158.3100,0.3706,0.1002
61,"POLYGON ((24.0 -72.5, 36.0 -72.5, 36.0 -67.5, 24.0 -67.5, 24.0 -72.5))",7.048800,27.918000,43.575000,16.286000,0.055471,4.534100,309.8800,0.4540,0.1229
62,"POLYGON ((36.0 -72.5, 48.0 -72.5, 48.0 -67.5, 36.0 -67.5, 36.0 -72.5))",8.424500,29.953000,42.272000,15.012000,0.021890,3.649900,180.7400,0.5324,0.1444
63,"POLYGON ((48.0 -72.5, 60.0 -72.5, 60.0 -67.5, 48.0 -67.5, 48.0 -72.5))",7.747000,26.785000,44.196000,15.420000,0.266110,4.173300,71.5880,0.4967,0.1346
64,"POLYGON ((60.0 -72.5, 72.0 -72.5, 72.0 -67.5, 60.0 -67.5, 60.0 -72.5))",5.597400,24.867000,44.925000,16.667000,0.442430,4.680400,201.8200,0.5636,0.1529
65,"POLYGON ((72.0 -72.5, 84.0 -72.5, 84.0 -67.5, 72.0 -67.5, 72.0 -72.5))",6.624500,27.798000,42.883000,16.183000,0.446150,5.187100,363.7700,0.6179,0.1677
66,"POLYGON ((84.0 -72.5, 96.0 -72.5, 96.0 -67.5, 84.0 -67.5, 84.0 -72.5))",6.201500,25.847000,45.326000,15.074000,0.423450,6.302300,369.8600,0.8604,0.2339
67,"POLYGON ((96.0 -72.5, 108.0 -72.5, 108.0 -67.5, 96.0 -67.5, 96.0 -72.5))",8.064900,28.516000,43.857000,14.061000,0.432290,5.845400,361.1800,0.7395,0.2009
68,"POLYGON ((108.0 -72.5, 120.0 -72.5, 120.0 -67.5, 108.0 -67.5, 108.0 -72.5))",7.087200,29.194000,43.384000,15.709000,0.156120,5.541800,292.1400,0.5274,0.1430
69,"POLYGON ((120.0 -72.5, 132.0 -72.5, 132.0 -67.5, 120.0 -67.5, 120.0 -72.5))",6.200900,28.407000,46.418000,15.666000,0.311390,4.414500,354.5600,0.5686,0.1542
70,"POLYGON ((132.0 -72.5, 144.0 -72.5, 144.0 -67.5, 132.0 -67.5, 132.0 -72.5))",8.447400,26.948000,46.408000,16.407000,0.000000,4.809800,424.3900,0.8418,0.2288
71,"POLYGON ((144.0 -72.5, 156.0 -72.5, 156.0 -67.5, 144.0 -67.5, 144.0 -72.5))",9.654500,26.321000,45.433000,15.615000,0.000000,5.911800,553.9200,1.3440,0.3659
72,"POLYGON ((156.0 -72.5, 168.0 -72.5, 168.0 -67.5, 156.0 -67.5, 156.0 -72.5))",8.181600,26.830000,44.213000,16.667000,0.268930,6.779600,747.0700,1.7635,0.4804
73,"POLYGON ((168.0 -72.5, 180.0 -72.5, 180.0 -67.5, 168.0 -67.5, 168.0 -72.5))",8.406400,24.798000,44.016000,15.504000,0.000000,8.008500,1010.7000,2.0859,0.5684
74,"POLYGON ((-180.0 -67.5, -170.0 -67.5, -170.0 -62.5, -180.0 -62.5, -180.0 -67.5))",6.017600,21.655000,44.499000,17.482000,0.553110,8.560200,1129.3000,2.4516,0.6683
75,"POLYGON ((-170.0 -67.5, -160.0 -67.5, -160.0 -62.5, -170.0 -62.5, -170.0 -67.5))",6.929700,21.266000,46.033000,14.774000,0.611120,8.458100,1056.2000,2.2656,0.6175
76,"POLYGON ((-160.0 -67.5, -150.0 -67.5, -150.0 -62.5, -160.0 -62.5, -160.0 -67.5))",8.003400,23.116000,45.313000,14.543000,0.324440,8.392000,974.7100,1.7479,0.4762
77,"POLYGON ((-150.0 -67.5, -140.0 -67.5, -140.0 -62.5, -150.0 -62.5, -150.0 -67.5))",10.970000,22.883000,42.126000,14.401000,0.633810,7.862600,680.1200,1.7770,0.4841
78,"POLYGON ((-140.0 -67.5, -130.0 -67.5, -130.0 -62.5, -140.0 -62.5, -140.0 -67.5))",7.001700,18.942000,44.342000,16.608000,0.687930,8.440000,846.1700,1.9986,0.5446
79,"POLYGON ((-130.0 -67.5, -120.0 -67.5, -120.0 -62.5, -130.0 -62.5, -130.0 -67.5))",5.655200,28.492000,42.639000,15.317000,0.311070,5.554500,724.8000,1.5238,0.4150
80,"POLYGON ((-120.0 -67.5, -110.0 -67.5, -110.0 -62.5, -120.0 -62.5, -120.0 -67.5))",6.374800,25.695000,44.641000,15.403000,0.187280,5.089200,457.1400,1.0326,0.2809
81,"POLYGON ((-110.0 -67.5, -100.0 -67.5, -100.0 -62.5, -110.0 -62.5, -110.0 -67.5))",5.294900,28.433000,43.657000,15.876000,0.000000,4.419900,318.2000,0.5701,0.1546
82,"POLYGON ((-100.0 -67.5, -90.0 -67.5, -90.0 -62.5, -100.0 -62.5, -100.0 -67.5))",4.348400,28.280000,44.599000,16.441000,0.220670,3.993500,232.5200,0.3504,0.0947
83,"POLYGON ((-90.0 -67.5, -80.0 -67.5, -80.0 -62.5, -90.0 -62.5, -90.0 -67.5))",6.090800,26.082000,44.552000,16.317000,0.104670,4.091100,176.0400,0.2570,0.0692
84,"POLYGON ((-80.0 -67.5, -70.0 -67.5, -70.0 -62.5, -80.0 -62.5, -80.0 -67.5))",3.988300,25.699000,44.891000,16.243000,0.411530,4.683500,277.1300,0.4331,0.1172
85,"POLYGON ((-70.0 -67.5, -60.0 -67.5, -60.0 -62.5, -70.0 -62.5, -70.0 -67.5))",4.114100,28.609000,43.670000,16.839000,0.341050,3.803300,214.6600,0.3505,0.0947
86,"POLYGON ((-60.0 -67.5, -50.0 -67.5, -50.0 -62.5, -60.0 -62.5, -60.0 -67.5))",6.698700,25.746000,45.157000,16.069000,0.354780,4.076100,60.5780,0.4139,0.1120
87,"POLYGON ((-50.0 -67.5, -40.0 -67.5, -40.0 -62.5, -50.0 -62.5, -50.0 -67.5))",4.890100,27.311000,43.724000,17.115000,0.328800,4.855200,214.9300,0.4777,0.1294
88,"POLYGON ((-40.0 -67.5, -30.0 -67.5, -30.0 -62.5, -40.0 -62.5, -40.0 -67.5))",6.270100,27.993000,44.623000,15.275000,0.289020,4.836200,179.8800,0.5555,0.1507
89,"POLYGON ((-30.0 -67.5, -20.0 -67.5, -20.0 -62.5, -30.0 -62.5, -30.0 -67.5))",5.486300,28.506000,41.947000,18.238000,0.282400,4.644600,191.4700,0.6050,0.1642
90,"POLYGON ((-20.0 -67.5, -10.0 -67.5, -10.0 -62.5, -20.0 -62.5, -20.0 -67.5))",6.295200,28.644000,43.075000,16.848000,0.051422,4.274400,363.0700,0.5356,0.1452
91,"POLYGON ((-10.0 -67.5, 0.0 -67.5, 0.0 -62.5, -10.0 -62.5, -10.0 -67.5))",5.063400,28.497000,42.974000,16.362000,0.198490,4.390700,318.9100,0.3150,0.0850
92,"POLYGON ((0.0 -67.5, 10.0 -67.5, 10.0 -62.5, 0.0 -62.5, 0.0 -67.5))",7.836300,25.727000,43.577000,16.583000,0.000000,4.084700,138.6700,0.5259,0.1426
93,"POLYGON ((10.0 -67.5, 20.0 -67.5, 20.0 -62.5, 10.0 -62.5, 10.0 -67.5))",7.273900,24.270000,45.414000,15.060000,0.290940,4.631500,223.5700,0.5550,0.1505
94,"POLYGON ((20.0 -67.5, 30.0 -67.5, 30.0 -62.5, 20.0 -62.5, 20.0 -67.5))",7.137000,26.461000,41.477000,17.146000,0.664100,4.328700,253.2600,0.5973,0.1621
95,"POLYGON ((30.0 -67.5, 40.0 -67.5, 40.0 -62.5, 30.0 -62.5, 30.0 -67.5))",3.961500,30.550000,42.995000,15.955000,0.580480,4.134200,277.8600,0.5090,0.1379
96,"POLYGON ((40.0 -67.5, 50.0 -67.5, 50.0 -62.5, 40.0 -62.5, 40.0 -67.5))",7.868000,25.290000,43.398000,16.853000,0.163590,4.577600,165.7500,0.5009,0.1358
97,"POLYGON ((50.0 -67.5, 60.0 -67.5, 60.0 -62.5, 50.0 -62.5, 50.0 -67.5))",5.885500,26.798000,44.517000,16.450000,0.471380,4.803800,118.9200,0.5050,0.1369
98,"POLYGON ((60.0 -67.5, 70.0 -67.5, 70.0 -62.5, 60.0 -62.5, 60.0 -67.5))",4.330100,27.330000,44.952000,16.146000,0.477000,4.501200,167.2700,0.5867,0.1592
99,"POLYGON ((70.0 -67.5, 80.0 -67.5, 80.0 -62.5, 70.0 -62.5, 70.0 -67.5))",5.903000,27.972000,42.354000,16.276000,0.550710,4.973700,293.9500,0.5933,0.1610
100,"POLYGON ((80.0 -67.5, 90.0 -67.5, 90.0 -62.5, 80.0 -62.5, 80.0 -67.5))",7.465400,23.604000,45.248000,16.053000,0.604260,5.831500,235.7200,0.7927,0.2154
101,"POLYGON ((90.0 -67.5, 100.0 -67.5, 100.0 -62.5, 90.0 -62.5, 90.0 -67.5))",5.895700,25.885000,43.094000,16.949000,0.792100,5.546200,327.3900,0.6242,0.1694
102,"POLYGON ((100.0 -67.5, 110.0 -67.5, 110.0 -62.5, 100.0 -62.5, 100.0 -67.5))",7.972300,23.951000,44.977000,17.122000,0.438100,5.459100,227.3800,0.7100,0.1928
103,"POLYGON ((110.0 -67.5, 120.0 -67.5, 120.0 -62.5, 110.0 -62.5, 110.0 -67.5))",4.360000,28.573000,45.200000,16.109000,0.396350,5.139600,346.6400,0.5374,0.1457
104,"POLYGON ((120.0 -67.5, 130.0 -67.5, 130.0 -62.5, 120.0 -62.5, 120.0 -67.5))",6.041700,27.255000,45.464000,16.644000,0.177970,5.069000,342.7000,0.6936,0.1884
105,"POLYGON ((130.0 -67.5, 140.0 -67.5, 140.0 -62.5, 130.0 -62.5, 130.0 -67.5))",5.501100,30.147000,43.531000,16.829000,0.256190,4.894800,416.4100,0.8757,0.2381
106,"POLYGON ((140.0 -67.5, 150.0 -67.5, 150.0 -62.5, 140.0 -62.5, 140.0 -67.5))",5.996500,25.229000,46.787000,17.338000,0.302660,5.883400,585.9300,1.4178,0.3861
107,"POLYGON ((150.0 -67.5, 160.0 -67.5, 160.0 -62.5, 150.0 -62.5, 150.0 -67.5))",7.502200,24.864000,45.334000,16.997000,0.088491,7.604100,864.8800,1.9487,0.5310
108,"POLYGON ((160.0 -67.5, 170.0 -67.5, 170.0 -62.5, 160.0 -62.5, 160.0 -67.5))",7.180000,21.520000,45.118000,17.792000,0.647450,7.769600,1012.9000,2.2678,0.6181
109,"POLYGON ((170.0 -67.5, 180.0 -67.5, 180.0 -62.5, 170.0 -62.5, 170.0 -67.5))",8.957400,21.214000,46.158000,15.899000,0.337540,7.718600,1032.2000,2.4475,0.6672
110,"POLYGON ((-180.0 -62.5, -171.0 -62.5, -171.0 -57.5, -180.0 -57.5, -180.0 -62.5))",9.246200,18.989000,45.712000,15.364000,0.509740,9.289800,879.6900,2.0569,0.5605
111,"POLYGON ((-171.0 -62.5, -162.0 -62.5, -162.0 -57.5, -171.0 -57.5, -171.0 -62.5))",6.814900,15.998000,46.854000,16.475000,1.121300,10.660000,846.8300,1.7069,0.4650
112,"POLYGON ((-162.0 -62.5, -153.0 -62.5, -153.0 -57.5, -162.0 -57.5, -162.0 -62.5))",9.779600,17.163000,45.342000,15.577000,1.067000,9.653300,573.6500,1.5008,0.4087
113,"POLYGON ((-153.0 -62.5, -144.0 -62.5, -144.0 -57.5, -153.0 -57.5, -153.0 -62.5))",8.659000,23.893000,43.468000,13.516000,0.556660,8.157800,806.1300,1.8874,0.5143
114,"POLYGON ((-144.0 -62.5, -135.0 -62.5, -135.0 -57.5, -144.0 -57.5, -144.0 -62.5))",8.379700,21.708000,44.407000,14.507000,0.649460,8.231400,822.7400,2.1551,0.5874
115,"POLYGON ((-135.0 -62.5, -126.0 -62.5, -126.0 -57.5, -135.0 -57.5, -135.0 -62.5))",5.646400,19.485000,46.814000,16.792000,0.518970,7.681500,1010.4000,1.8019,0.4909
116,"POLYGON ((-126.0 -62.5, -117.0 -62.5, -117.0 -57.5, -126.0 -57.5, -126.0 -62.5))",4.394100,24.724000,45.421000,15.428000,0.551680,5.864000,627.1600,1.2096,0.3292
117,"POLYGON ((-117.0 -62.5, -108.0 -62.5, -108.0 -57.5, -117.0 -57.5, -117.0 -62.5))",5.512800,26.636000,45.338000,15.282000,0.191550,4.413400,260.0400,0.7181,0.1950
118,"POLYGON ((-108.0 -62.5, -99.0 -62.5, -99.0 -57.5, -108.0 -57.5, -108.0 -62.5))",5.291300,28.358000,46.374000,15.187000,0.001836,3.850900,238.5300,0.3378,0.0912
119,"POLYGON ((-99.0 -62.5, -90.0 -62.5, -90.0 -57.5, -99.0 -57.5, -99.0 -62.5))",4.833600,26.405000,45.622000,16.108000,0.426910,4.548700,184.3300,0.3572,0.0965
120,"POLYGON ((-90.0 -62.5, -81.0 -62.5, -81.0 -57.5, -90.0 -57.5, -90.0 -62.5))",5.926400,26.763000,45.868000,16.021000,0.268530,3.526000,99.5100,0.2813,0.0758
121,"POLYGON ((-81.0 -62.5, -72.0 -62.5, -72.0 -57.5, -81.0 -57.5, -81.0 -62.5))",4.340800,28.077000,45.818000,14.910000,0.521340,4.218000,156.9500,0.2477,0.0666
122,"POLYGON ((-72.0 -62.5, -63.0 -62.5, -63.0 -57.5, -72.0 -57.5, -72.0 -62.5))",4.518000,26.300000,46.579000,16.384000,0.060695,4.642700,265.4800,0.2261,0.0607
123,"POLYGON ((-63.0 -62.5, -54.0 -62.5, -54.0 -57.5, -63.0 -57.5, -63.0 -62.5))",5.147200,27.125000,46.597000,15.067000,0.261170,5.019500,268.2500,0.2683,0.0722
124,"POLYGON ((-54.0 -62.5, -45.0 -62.5, -45.0 -57.5, -54.0 -57.5, -54.0 -62.5))",7.683600,23.974000,45.032000,17.147000,0.218530,5.013800,150.9700,0.2508,0.0675
125,"POLYGON ((-45.0 -62.5, -36.0 -62.5, -36.0 -57.5, -45.0 -57.5, -45.0 -62.5))",7.417400,26.253000,45.698000,16.938000,0.122950,4.516300,233.3100,0.3431,0.0927
126,"POLYGON ((-36.0 -62.5, -27.0 -62.5, -27.0 -57.5, -36.0 -57.5, -36.0 -62.5))",6.338400,27.722000,43.953000,17.481000,0.149010,5.063300,282.3600,0.5368,0.1456
127,"POLYGON ((-27.0 -62.5, -18.0 -62.5, -18.0 -57.5, -27.0 -57.5, -27.0 -62.5))",4.214800,30.130000,43.415000,17.502000,0.168690,4.265900,266.5000,0.7505,0.2039
128,"POLYGON ((-18.0 -62.5, -9.0 -62.5, -9.0 -57.5, -18.0 -57.5, -18.0 -62.5))",6.181600,31.782000,42.077000,15.653000,0.087867,3.363500,174.2000,0.4916,0.1332
129,"POLYGON ((-9.0 -62.5, 0.0 -62.5, 0.0 -57.5, -9.0 -57.5, -9.0 -62.5))",4.312600,26.148000,46.259000,17.218000,0.402790,3.776800,209.0100,0.5046,0.1368
130,"POLYGON ((0.0 -62.5, 9.0 -62.5, 9.0 -57.5, 0.0 -57.5, 0.0 -62.5))",6.441900,26.406000,43.625000,16.660000,0.419340,4.395700,213.7100,0.3158,0.0852
