id,WKT,mgo,al2o3,sio2,cao,tio2,feo,potassium,thorium,uranium
334,"POLYGON ((6.0 -42.5, 12.0 -42.5, 12.0 -37.5, 6.0 -37.5, 6.0 -42.5))",8.437300,23.802000,44.820000,14.306000,0.370060,6.510000,370.8500,0.7578,0.2059
335,"POLYGON ((12.0 -42.5, 18.0 -42.5, 18.0 -37.5, 12.0 -37.5, 12.0 -42.5))",9.288800,24.128000,43.110000,16.913000,0.306440,5.156200,534.7500,1.0539,0.2867
336,"POLYGON ((18.0 -42.5, 24.0 -42.5, 24.0 -37.5, 18.0 -37.5, 18.0 -42.5))",7.447400,23.205000,44.401000,15.629000,0.990780,6.040400,426.7000,1.1338,0.3085
337,"POLYGON ((24.0 -42.5, 30.0 -42.5, 30.0 -37.5, 24.0 -37.5, 24.0 -42.5))",8.171800,23.875000,44.024000,17.582000,0.549320,5.685600,385.6600,0.8254,0.2243
338,"POLYGON ((30.0 -42.5, 36.0 -42.5, 36.0 -37.5, 30.0 -37.5, 30.0 -42.5))",5.448800,27.483000,43.066000,18.405000,0.357300,5.276900,406.3100,0.9058,0.2463
339,"POLYGON ((36.0 -42.5, 42.0 -42.5, 42.0 -37.5, 36.0 -37.5, 36.0 -42.5))",5.351800,28.498000,46.646000,14.744000,0.326290,4.620400,254.3200,0.7877,0.2140
340,"POLYGON ((42.0 -42.5, 48.0 -42.5, 48.0 -37.5, 42.0 -37.5, 42.0 -42.5))",7.974600,25.492000,46.025000,15.490000,0.056875,4.539900,195.7700,0.5891,0.1598
341,"POLYGON ((48.0 -42.5, 54.0 -42.5, 54.0 -37.5, 48.0 -37.5, 48.0 -42.5))",8.681300,32.208000,41.500000,13.555000,0.018587,4.319500,172.6000,0.5701,0.1546
342,"POLYGON ((54.0 -42.5, 60.0 -42.5, 60.0 -37.5, 54.0 -37.5, 54.0 -42.5))",6.430800,25.550000,44.254000,17.750000,0.063532,5.355600,210.9000,0.4259,0.1153
343,"POLYGON ((60.0 -42.5, 66.0 -42.5, 66.0 -37.5, 60.0 -37.5, 60.0 -42.5))",8.798000,25.265000,44.896000,13.549000,0.403560,5.531100,177.9200,0.3535,0.0955
344,"POLYGON ((66.0 -42.5, 72.0 -42.5, 72.0 -37.5, 66.0 -37.5, 66.0 -42.5))",6.469800,24.136000,46.754000,14.949000,0.972910,5.082900,162.2000,0.2811,0.0757
345,"POLYGON ((72.0 -42.5, 78.0 -42.5, 78.0 -37.5, 72.0 -37.5, 72.0 -42.5))",8.448800,24.539000,45.221000,14.704000,0.165890,6.011400,191.2000,0.3736,0.1010
346,"POLYGON ((78.0 -42.5, 84.0 -42.5, 84.0 -37.5, 78.0 -37.5, 78.0 -42.5))",8.846600,24.472000,43.283000,15.064000,0.309450,7.268600,289.8000,0.5585,0.1515
347,"POLYGON ((84.0 -42.5, 90.0 -42.5, 90.0 -37.5, 84.0 -37.5, 84.0 -42.5))",9.307700,17.142000,47.311000,16.353000,0.809810,8.985800,267.6400,0.4164,0.1127
348,"POLYGON ((90.0 -42.5, 96.0 -42.5, 96.0 -37.5, 90.0 -37.5, 90.0 -42.5))",6.315200,24.594000,43.811000,14.890000,1.036100,8.551700,486.4500,0.5007,0.1357
349,"POLYGON ((96.0 -42.5, 102.0 -42.5, 102.0 -37.5, 96.0 -37.5, 96.0 -42.5))",7.416800,25.075000,45.969000,13.102000,0.753970,7.842500,167.8200,0.5049,0.1368
350,"POLYGON ((102.0 -42.5, 108.0 -42.5, 108.0 -37.5, 102.0 -37.5, 102.0 -42.5))",8.307400,21.913000,47.513000,15.066000,0.413250,7.208000,275.8200,0.4621,0.1252
351,"POLYGON ((108.0 -42.5, 114.0 -42.5, 114.0 -37.5, 108.0 -37.5, 108.0 -42.5))",5.131700,25.321000,44.750000,17.652000,0.559340,6.161500,350.4300,0.3458,0.0934
352,"POLYGON ((114.0 -42.5, 120.0 -42.5, 120.0 -37.5, 114.0 -37.5, 114.0 -42.5))",3.782000,24.246000,48.013000,16.726000,0.572220,5.131200,317.1500,0.3959,0.1071
353,"POLYGON ((120.0 -42.5, 126.0 -42.5, 126.0 -37.5, 120.0 -37.5, 120.0 -42.5))",8.654900,26.734000,44.622000,14.822000,0.000000,5.470100,144.2100,0.4185,0.1132
354,"POLYGON ((126.0 -42.5, 132.0 -42.5, 132.0 -37.5, 126.0 -37.5, 126.0 -42.5))",7.286600,26.796000,43.404000,16.440000,0.242380,5.177000,403.6100,0.4609,0.1248
355,"POLYGON ((132.0 -42.5, 138.0 -42.5, 138.0 -37.5, 132.0 -37.5, 132.0 -42.5))",5.814800,26.159000,44.584000,15.793000,0.686580,5.427600,416.4500,0.7428,0.2018
356,"POLYGON ((138.0 -42.5, 144.0 -42.5, 144.0 -37.5, 138.0 -37.5, 138.0 -42.5))",7.338900,28.412000,42.322000,16.266000,0.353000,5.177800,336.5900,0.8528,0.2318
357,"POLYGON ((144.0 -42.5, 150.0 -42.5, 150.0 -37.5, 144.0 -37.5, 144.0 -42.5))",7.438000,25.355000,45.109000,15.937000,0.315570,5.283600,411.5000,0.8925,0.2427
358,"POLYGON ((150.0 -42.5, 156.0 -42.5, 156.0 -37.5, 150.0 -37.5, 150.0 -42.5))",8.922700,24.648000,43.096000,17.939000,0.332750,6.241300,594.6600,1.5077,0.4106
359,"POLYGON ((156.0 -42.5, 162.0 -42.5, 162.0 -37.5, 156.0 -37.5, 156.0 -42.5))",9.447000,22.522000,42.333000,17.692000,0.811580,7.327000,1019.0000,2.5147,0.6855
360,"POLYGON ((162.0 -42.5, 168.0 -42.5, 168.0 -37.5, 162.0 -37.5, 162.0 -42.5))",8.442000,19.207000,45.504000,16.460000,0.790550,9.477400,1281.0000,3.2122,0.8759
361,"POLYGON ((168.0 -42.5, 174.0 -42.5, 174.0 -37.5, 168.0 -37.5, 168.0 -42.5))",9.370100,26.419000,43.921000,11.966000,0.514410,8.006800,1277.2000,3.0168,0.8226
362,"POLYGON ((174.0 -42.5, 180.0 -42.5, 180.0 -37.5, 174.0 -37.5, 174.0 -42.5))",8.847800,17.743000,46.315000,15.767000,0.967570,9.474600,925.8400,2.2562,0.6149
363,"POLYGON ((-180.0 -37.5, -174.0 -37.5, -174.0 -32.5, -180.0 -32.5, -180.0 -37.5))",5.994200,19.689000,46.355000,16.323000,0.951460,9.413300,1146.3000,2.3813,0.6491
364,"POLYGON ((-174.0 -37.5, -168.0 -37.5, -168.0 -32.5, -174.0 -32.5, -174.0 -37.5))",9.025700,22.038000,43.276000,15.849000,0.526180,9.409000,851.7300,2.0661,0.5631
365,"POLYGON ((-168.0 -37.5, -162.0 -37.5, -162.0 -32.5, -168.0 -32.5, -168.0 -37.5))",11.003000,23.400000,44.042000,12.693000,0.558460,8.632900,632.2500,1.5743,0.4288
366,"POLYGON ((-162.0 -37.5, -156.0 -37.5, -156.0 -32.5, -162.0 -32.5, -162.0 -37.5))",9.954100,19.658000,46.750000,16.128000,0.416850,7.774200,503.0100,0.9864,0.2683
367,"POLYGON ((-156.0 -37.5, -150.0 -37.5, -150.0 -32.5, -156.0 -32.5, -156.0 -37.5))",11.519000,12.724000,49.639000,15.913000,0.240940,8.564100,345.8600,0.8739,0.2376
368,"POLYGON ((-150.0 -37.5, -144.0 -37.5, -144.0 -32.5, -150.0 -32.5, -150.0 -37.5))",7.056200,19.902000,48.446000,16.321000,0.200700,7.041800,462.8700,0.9318,0.2534
369,"POLYGON ((-144.0 -37.5, -138.0 -37.5, -138.0 -32.5, -144.0 -32.5, -144.0 -37.5))",4.953000,25.607000,46.002000,16.499000,0.466890,5.351300,545.1200,0.7838,0.2130
370,"POLYGON ((-138.0 -37.5, -132.0 -37.5, -132.0 -32.5, -138.0 -32.5, -138.0 -37.5))",5.502400,29.333000,43.470000,15.007000,0.361070,3.925200,303.2500,0.3344,0.0903
371,"POLYGON ((-132.0 -37.5, -126.0 -37.5, -126.0 -32.5, -132.0 -32.5, -132.0 -37.5))",7.778100,28.487000,45.290000,13.313000,0.073772,3.233700,108.5900,0.2896,0.0781
372,"POLYGON ((-126.0 -37.5, -120.0 -37.5, -120.0 -32.5, -126.0 -32.5, -126.0 -37.5))",2.301500,26.114000,46.236000,16.903000,0.448280,4.431700,220.1300,0.3554,0.0960
373,"POLYGON ((-120.0 -37.5, -114.0 -37.5, -114.0 -32.5, -120.0 -32.5, -120.0 -37.5))",4.887600,24.911000,46.494000,16.265000,0.172910,4.240200,252.8300,0.4057,0.1098
374,"POLYGON ((-114.0 -37.5, -108.0 -37.5, -108.0 -32.5, -114.0 -32.5, -114.0 -37.5))",3.929500,27.825000,44.456000,16.348000,0.380290,4.104300,258.6300,0.7102,0.1929
375,"POLYGON ((-108.0 -37.5, -102.0 -37.5, -102.0 -32.5, -108.0 -32.5, -108.0 -37.5))",4.312700,29.019000,42.565000,17.059000,0.459990,4.326500,275.0400,0.6161,0.1672
376,"POLYGON ((-102.0 -37.5, -96.0 -37.5, -96.0 -32.5, -102.0 -32.5, -102.0 -37.5))",3.518000,25.103000,46.351000,17.855000,0.323790,4.629200,371.6600,0.1661,0.0443
377,"POLYGON ((-96.0 -37.5, -90.0 -37.5, -90.0 -32.5, -96.0 -32.5, -96.0 -37.5))",4.180000,27.895000,44.431000,15.867000,0.521400,4.121500,113.4300,0.1480,0.0394
378,"POLYGON ((-90.0 -37.5, -84.0 -37.5, -84.0 -32.5, -90.0 -32.5, -90.0 -37.5))",5.108600,19.977000,48.485000,16.462000,0.612870,5.112800,62.5570,0.0037,0.0000
379,"POLYGON ((-84.0 -37.5, -78.0 -37.5, -78.0 -32.5, -84.0 -32.5, -84.0 -37.5))",5.492700,27.724000,43.591000,15.180000,0.550090,4.402100,72.8980,0.1800,0.0481
380,"POLYGON ((-78.0 -37.5, -72.0 -37.5, -72.0 -32.5, -78.0 -32.5, -78.0 -37.5))",3.594900,29.885000,44.880000,16.135000,0.613240,3.839000,330.4100,0.2157,0.0579
381,"POLYGON ((-72.0 -37.5, -66.0 -37.5, -66.0 -32.5, -72.0 -32.5, -72.0 -37.5))",6.722000,27.314000,42.899000,15.440000,0.578440,5.502500,193.3100,0.4980,0.1350
382,"POLYGON ((-66.0 -37.5, -60.0 -37.5, -60.0 -32.5, -66.0 -32.5, -66.0 -37.5))",8.070100,24.542000,44.719000,15.892000,0.543540,6.121000,397.3700,0.7339,0.1994
383,"POLYGON ((-60.0 -37.5, -54.0 -37.5, -54.0 -32.5, -60.0 -32.5, -60.0 -37.5))",6.198900,24.829000,44.547000,16.648000,0.836030,6.179600,375.0100,0.7151,0.1942
384,"POLYGON ((-54.0 -37.5, -48.0 -37.5, -48.0 -32.5, -54.0 -32.5, -54.0 -37.5))",7.036100,23.096000,45.514000,17.615000,0.656670,6.296700,405.4200,1.1740,0.3195
385,"POLYGON ((-48.0 -37.5, -42.0 -37.5, -42.0 -32.5, -48.0 -32.5, -48.0 -37.5))",9.454100,20.090000,45.252000,16.568000,0.445190,8.027300,460.6100,1.2580,0.3424
386,"POLYGON ((-42.0 -37.5, -36.0 -37.5, -36.0 -32.5, -42.0 -32.5, -42.0 -37.5))",4.704700,19.953000,47.189000,19.164000,1.424900,8.139700,747.4100,1.4353,0.3908
387,"POLYGON ((-36.0 -37.5, -30.0 -37.5, -30.0 -32.5, -36.0 -32.5, -36.0 -37.5))",6.427900,25.349000,43.353000,16.737000,1.508500,7.549300,1065.5000,1.5683,0.4271
388,"POLYGON ((-30.0 -37.5, -24.0 -37.5, -24.0 -32.5, -30.0 -32.5, -30.0 -37.5))",6.383300,21.872000,44.931000,18.789000,1.390800,7.728700,986.7900,1.8745,0.5107
389,"POLYGON ((-24.0 -37.5, -18.0 -37.5, -18.0 -32.5, -24.0 -32.5, -24.0 -37.5))",6.522600,24.658000,42.855000,20.056000,0.897470,6.836600,971.1600,2.1062,0.5740
390,"POLYGON ((-18.0 -37.5, -12.0 -37.5, -12.0 -32.5, -18.0 -32.5, -18.0 -37.5))",11.218000,20.654000,46.730000,17.250000,0.474670,6.212400,840.9800,1.8596,0.5067
391,"POLYGON ((-12.0 -37.5, -6.0 -37.5, -6.0 -32.5, -12.0 -32.5, -12.0 -37.5))",8.087400,24.311000,43.590000,17.255000,0.961750,5.846600,746.9600,1.4287,0.3890
392,"POLYGON ((-6.0 -37.5, 0.0 -37.5, 0.0 -32.5, -6.0 -32.5, -6.0 -37.5))",8.311500,22.883000,46.322000,16.953000,0.165790,5.532000,536.4300,1.0252,0.2789
393,"POLYGON ((0.0 -37.5, 6.0 -37.5, 6.0 -32.5, 0.0 -32.5, 0.0 -37.5))",10.223000,22.043000,42.526000,16.878000,0.684760,5.688000,437.6600,1.0126,0.2754
394,"POLYGON ((6.0 -37.5, 12.0 -37.5, 12.0 -32.5, 6.0 -32.5, 6.0 -37.5))",7.531200,26.282000,43.396000,15.422000,0.614540,5.475600,593.8700,1.0714,0.2915
395,"POLYGON ((12.0 -37.5, 18.0 -37.5, 18.0 -32.5, 12.0 -32.5, 12.0 -37.5))",8.568200,23.298000,45.001000,15.546000,0.682870,5.646100,560.7300,1.2473,0.3395
396,"POLYGON ((18.0 -37.5, 24.0 -37.5, 24.0 -32.5, 18.0 -32.5, 18.0 -37.5))",9.927300,23.927000,44.351000,15.684000,0.548010,5.618600,415.0200,1.1346,0.3088
397,"POLYGON ((24.0 -37.5, 30.0 -37.5, 30.0 -32.5, 24.0 -32.5, 24.0 -37.5))",8.571100,24.186000,44.684000,16.342000,0.807230,5.069400,337.9400,1.0331,0.2810
398,"POLYGON ((30.0 -37.5, 36.0 -37.5, 36.0 -32.5, 30.0 -32.5, 30.0 -37.5))",6.337200,19.841000,47.724000,19.515000,0.307460,6.112400,405.2900,1.0196,0.2774
399,"POLYGON ((36.0 -37.5, 42.0 -37.5, 42.0 -32.5, 36.0 -32.5, 36.0 -37.5))",9.395900,24.404000,44.965000,15.819000,0.034681,5.944800,447.7100,0.8788,0.2389
400,"POLYGON ((42.0 -37.5, 48.0 -37.5, 48.0 -32.5, 42.0 -32.5, 42.0 -37.5))",8.700000,23.540000,45.153000,15.652000,0.061278,6.064700,424.5700,0.7704,0.2093
401,"POLYGON ((48.0 -37.5, 54.0 -37.5, 54.0 -32.5, 48.0 -32.5, 48.0 -37.5))",8.455500,26.491000,44.569000,14.903000,0.099276,4.728000,245.6800,0.6006,0.1630
402,"POLYGON ((54.0 -37.5, 60.0 -37.5, 60.0 -32.5, 54.0 -32.5, 54.0 -37.5))",6.527000,27.036000,42.477000,15.913000,0.578310,5.104100,273.4700,0.2903,0.0783
403,"POLYGON ((60.0 -37.5, 66.0 -37.5, 66.0 -32.5, 60.0 -32.5, 60.0 -37.5))",7.368300,24.534000,46.591000,13.922000,0.254300,5.379900,191.5600,0.3858,0.1043
404,"POLYGON ((66.0 -37.5, 72.0 -37.5, 72.0 -32.5, 66.0 -32.5, 66.0 -37.5))",8.818300,24.231000,45.256000,14.829000,0.494880,4.860300,157.1400,0.3426,0.0925
405,"POLYGON ((72.0 -37.5, 78.0 -37.5, 78.0 -32.5, 72.0 -32.5, 72.0 -37.5))",6.769900,21.838000,46.567000,16.475000,0.228780,6.066900,466.0900,0.5082,0.1378
406,"POLYGON ((78.0 -37.5, 84.0 -37.5, 84.0 -32.5, 78.0 -32.5, 78.0 -37.5))",9.230200,23.966000,45.656000,15.761000,0.334130,5.695100,290.3800,0.6136,0.1665
407,"POLYGON ((84.0 -37.5, 90.0 -37.5, 90.0 -32.5, 84.0 -32.5, 84.0 -37.5))",9.121900,22.203000,47.537000,13.025000,0.726150,7.085900,401.5400,0.8203,0.2230
408,"POLYGON ((90.0 -37.5, 96.0 -37.5, 96.0 -32.5, 90.0 -32.5, 90.0 -37.5))",10.879000,20.301000,44.602000,13.865000,0.776700,8.578900,349.5800,0.8301,0.2256
409,"POLYGON ((96.0 -37.5, 102.0 -37.5, 102.0 -32.5, 96.0 -32.5, 96.0 -37.5))",9.311500,25.899000,44.622000,13.095000,0.468880,7.391500,410.3800,0.7026,0.1908
410,"POLYGON ((102.0 -37.5, 108.0 -37.5, 108.0 -32.5, 102.0 -32.5, 102.0 -37.5))",8.025700,22.565000,46.453000,15.949000,0.785430,6.389000,259.7300,0.4953,0.1342
411,"POLYGON ((108.0 -37.5, 114.0 -37.5, 114.0 -32.5, 108.0 -32.5, 108.0 -37.5))",6.512500,26.943000,44.186000,16.802000,0.380040,5.286600,323.0700,0.4793,0.1298
412,"POLYGON ((114.0 -37.5, 120.0 -37.5, 120.0 -32.5, 114.0 -32.5, 114.0 -37.5))",4.858100,26.092000,45.761000,16.762000,0.522490,5.019900,441.3200,0.3464,0.0936
413,"POLYGON ((120.0 -37.5, 126.0 -37.5, 126.0 -32.5, 120.0 -32.5, 120.0 -37.5))",8.486100,26.025000,45.252000,14.678000,0.139770,5.241400,254.5500,0.4403,0.1192
414,"POLYGON ((126.0 -37.5, 132.0 -37.5, 132.0 -32.5, 126.0 -32.5, 126.0 -37.5))",4.303000,23.619000,49.477000,15.355000,0.367760,5.416600,426.8500,0.5705,0.1547
415,"POLYGON ((132.0 -37.5, 138.0 -37.5, 138.0 -32.5, 132.0 -32.5, 132.0 -37.5))",5.573000,26.152000,44.285000,16.867000,0.473000,4.920000,462.0900,0.5222,0.1416
416,"POLYGON ((138.0 -37.5, 144.0 -37.5, 144.0 -32.5, 138.0 -32.5, 138.0 -37.5))",7.548600,21.067000,47.258000,15.899000,0.576240,5.949500,349.2800,0.8103,0.2202
417,"POLYGON ((144.0 -37.5, 150.0 -37.5, 150.0 -32.5, 144.0 -32.5, 144.0 -37.5))",8.199300,21.234000,47.535000,14.906000,0.246970,5.693400,406.5500,0.9349,0.2542
418,"POLYGON ((150.0 -37.5, 156.0 -37.5, 156.0 -32.5, 150.0 -32.5, 150.0 -37.5))",4.966300,21.958000,46.056000,17.067000,0.743550,6.924600,709.4100,1.4689,0.4000
419,"POLYGON ((156.0 -37.5, 162.0 -37.5, 162.0 -32.5, 156.0 -32.5, 156.0 -37.5))",7.663100,20.494000,47.445000,15.921000,0.310240,7.381400,774.8200,1.9419,0.5291
420,"POLYGON ((162.0 -37.5, 168.0 -37.5, 168.0 -32.5, 162.0 -32.5, 162.0 -37.5))",9.954200,18.117000,44.241000,17.096000,0.864660,8.609800,897.5500,2.1068,0.5742
421,"POLYGON ((168.0 -37.5, 174.0 -37.5, 174.0 -32.5, 168.0 -32.5, 168.0 -37.5))",8.952900,17.082000,46.537000,15.652000,0.905440,10.012000,1158.2000,2.8203,0.7689
422,"POLYGON ((174.0 -37.5, 180.0 -37.5, 180.0 -32.5, 174.0 -32.5, 174.0 -37.5))",10.329000,17.789000,48.847000,14.826000,0.548920,8.384800,1049.8000,2.5271,0.6889
423,"POLYGON ((-180.0 -32.5, -175.0 -32.5, -175.0 -27.5, -180.0 -27.5, -180.0 -32.5))",8.154000,21.648000,43.291000,16.000000,0.393400,9.830500,1198.9000,2.5192,0.6868
424,"POLYGON ((-175.0 -32.5, -170.0 -32.5, -170.0 -27.5, -175.0 -27.5, -175.0 -32.5))",6.432400,26.375000,42.538000,14.895000,0.714930,8.766600,954.4600,2.3389,0.6375
425,"POLYGON ((-170.0 -32.5, -165.0 -32.5, -165.0 -27.5, -170.0 -27.5, -170.0 -32.5))",9.757000,22.106000,45.168000,13.298000,1.250200,8.055400,950.2100,2.1182,0.5773
426,"POLYGON ((-165.0 -32.5, -160.0 -32.5, -160.0 -27.5, -165.0 -27.5, -165.0 -32.5))",5.695400,23.876000,44.141000,16.796000,0.706540,7.960000,789.5600,1.4464,0.3939
427,"POLYGON ((-160.0 -32.5, -155.0 -32.5, -155.0 -27.5, -160.0 -27.5, -160.0 -32.5))",9.186800,19.372000,47.224000,15.981000,0.450180,7.629100,571.1700,1.0851,0.2952
428,"POLYGON ((-155.0 -32.5, -150.0 -32.5, -150.0 -27.5, -155.0 -27.5, -155.0 -32.5))",8.274400,22.599000,45.707000,15.123000,0.432660,7.096600,464.7100,1.0201,0.2775
429,"POLYGON ((-150.0 -32.5, -145.0 -32.5, -145.0 -27.5, -150.0 -27.5, -150.0 -32.5))",5.166900,22.268000,45.554000,18.180000,0.508320,6.471800,616.8500,0.9421,0.2562
430,"POLYGON ((-145.0 -32.5, -140.0 -32.5, -140.0 -27.5, -145.0 -27.5, -145.0 -32.5))",6.072600,25.993000,47.233000,16.151000,0.142850,4.917700,413.9800,0.7567,0.2056
431,"POLYGON ((-140.0 -32.5, -135.0 -32.5, -135.0 -27.5, -140.0 -27.5, -140.0 -32.5))",7.750500,21.479000,47.023000,16.754000,0.070108,4.881100,299.9500,0.5990,0.1625
432,"POLYGON ((-135.0 -32.5, -130.0 -32.5, -130.0 -27.5, -135.0 -27.5, -135.0 -32.5))",2.281200,30.162000,44.024000,14.879000,0.539830,4.102100,284.2700,0.6664,0.1809
433,"POLYGON ((-130.0 -32.5, -125.0 -32.5, -125.0 -27.5, -130.0 -27.5, -130.0 -32.5))",2.512800,25.798000,47.195000,16.947000,0.488930,3.827900,294.7000,0.4396,0.1190
434,"POLYGON ((-125.0 -32.5, -120.0 -32.5, -120.0 -27.5, -125.0 -27.5, -125.0 -32.5))",1.837900,23.407000,48.700000,18.875000,0.000000,4.643200,318.1900,0.1737,0.0464
435,"POLYGON ((-120.0 -32.5, -115.0 -32.5, -115.0 -27.5, -120.0 -27.5, -120.0 -32.5))",3.539700,26.999000,42.766000,18.574000,0.549900,4.402300,208.8800,0.4475,0.1212
436,"POLYGON ((-115.0 -32.5, -110.0 -32.5, -110.0 -27.5, -115.0 -27.5, -115.0 -32.5))",2.144100,24.531000,45.787000,19.334000,0.501200,4.174100,379.8900,0.6900,0.1874
437,"POLYGON ((-110.0 -32.5, -105.0 -32.5, -105.0 -27.5, -110.0 -27.5, -110.0 -32.5))",5.221100,29.500000,44.947000,15.735000,0.207130,3.481800,329.9500,0.4701,0.1273
438,"POLYGON ((-105.0 -32.5, -100.0 -32.5, -100.0 -27.5, -105.0 -27.5, -105.0 -32.5))",1.485400,28.218000,43.486000,19.007000,0.698080,4.311300,322.5800,0.4321,0.1170
439,"POLYGON ((-100.0 -32.5, -95.0 -32.5, -95.0 -27.5, -100.0 -27.5, -100.0 -32.5))",4.575200,25.108000,43.824000,16.241000,0.661760,5.407500,226.8300,0.3260,0.0880
440,"POLYGON ((-95.0 -32.5, -90.0 -32.5, -90.0 -27.5, -95.0 -27.5, -95.0 -32.5))",2.659100,23.456000,47.324000,18.021000,0.466690,4.594200,277.0300,0.1899,0.0508
441,"POLYGON ((-90.0 -32.5, -85.0 -32.5, -85.0 -27.5, -90.0 -27.5, -90.0 -32.5))",4.457100,23.401000,47.440000,14.796000,0.651460,4.866300,0.0000,0.3541,0.0957
442,"POLYGON ((-85.0 -32.5, -80.0 -32.5, -80.0 -27.5, -85.0 -27.5, -85.0 -32.5))",4.957500,27.311000,43.974000,16.292000,0.374810,4.187100,191.7300,0.1894,0.0507
443,"POLYGON ((-80.0 -32.5, -75.0 -32.5, -75.0 -27.5, -80.0 -27.5, -80.0 -32.5))",6.216900,25.603000,47.520000,13.461000,0.728250,5.102300,156.2300,0.2372,0.0638
444,"POLYGON ((-75.0 -32.5, -70.0 -32.5, -70.0 -27.5, -75.0 -27.5, -75.0 -32.5))",5.115900,27.297000,47.225000,14.820000,0.339690,4.664200,332.4900,0.5280,0.1431
445,"POLYGON ((-70.0 -32.5, -65.0 -32.5, -65.0 -27.5, -70.0 -27.5, -70.0 -32.5))",3.564800,26.684000,46.450000,16.519000,0.350760,5.110300,396.2700,0.6369,0.1729
446,"POLYGON ((-65.0 -32.5, -60.0 -32.5, -60.0 -27.5, -65.0 -27.5, -65.0 -32.5))",7.044600,18.431000,50.815000,18.086000,0.160420,5.881000,363.8800,1.0551,0.2870
447,"POLYGON ((-60.0 -32.5, -55.0 -32.5, -55.0 -27.5, -60.0 -27.5, -60.0 -32.5))",5.566200,25.286000,44.734000,19.993000,0.222150,5.253400,581.2400,1.2563,0.3420
448,"POLYGON ((-55.0 -32.5, -50.0 -32.5, -50.0 -27.5, -55.0 -27.5, -55.0 -32.5))",6.761800,28.723000,43.590000,15.048000,0.491810,5.387500,589.8100,1.3734,0.3739
449,"POLYGON ((-50.0 -32.5, -45.0 -32.5, -45.0 -27.5, -50.0 -27.5, -50.0 -32.5))",7.810300,23.745000,44.336000,14.878000,0.957120,7.231200,635.6100,1.5519,0.4227
450,"POLYGON ((-45.0 -32.5, -40.0 -32.5, -40.0 -27.5, -45.0 -27.5, -45.0 -32.5))",9.322200,19.443000,44.952000,15.998000,1.296000,8.649200,693.5000,1.4503,0.3949
451,"POLYGON ((-40.0 -32.5, -35.0 -32.5, -35.0 -27.5, -40.0 -27.5, -40.0 -32.5))",9.851400,23.425000,39.768000,17.244000,1.370500,9.431900,832.9400,1.5004,0.4086
452,"POLYGON ((-35.0 -32.5, -30.0 -32.5, -30.0 -27.5, -35.0 -27.5, -35.0 -32.5))",4.939200,24.740000,40.382000,16.736000,3.077600,9.659200,1145.4000,2.0440,0.5570
453,"POLYGON ((-30.0 -32.5, -25.0 -32.5, -25.0 -27.5, -30.0 -27.5, -30.0 -32.5))",5.848600,22.210000,41.615000,18.141000,2.920700,10.074000,1532.2000,2.5073,0.6835
454,"POLYGON ((-25.0 -32.5, -20.0 -32.5, -20.0 -27.5, -25.0 -27.5, -25.0 -32.5))",9.324500,24.281000,43.435000,13.504000,1.837700,9.568000,1509.4000,2.8245,0.7701
455,"POLYGON ((-20.0 -32.5, -15.0 -32.5, -15.0 -27.5, -20.0 -27.5, -20.0 -32.5))",8.836400,22.385000,40.617000,16.997000,2.192700,10.225000,1561.0000,3.2648,0.8903
456,"POLYGON ((-15.0 -32.5, -10.0 -32.5, -10.0 -27.5, -15.0 -27.5, -15.0 -32.5))",9.419400,26.522000,40.818000,13.957000,1.734600,8.052800,1338.2000,3.0650,0.8357
457,"POLYGON ((-10.0 -32.5, -5.0 -32.5, -5.0 -27.5, -10.0 -27.5, -10.0 -32.5))",10.592000,20.382000,41.589000,20.888000,1.236900,8.134200,1176.5000,2.4313,0.6627
458,"POLYGON ((-5.0 -32.5, 0.0 -32.5, 0.0 -27.5, -5.0 -27.5, -5.0 -32.5))",8.820300,32.359000,39.490000,14.210000,0.984730,5.372900,891.3800,1.9834,0.5405
459,"POLYGON ((0.0 -32.5, 5.0 -32.5, 5.0 -27.5, 0.0 -27.5, 0.0 -32.5))",11.190000,23.625000,43.568000,15.882000,0.000000,6.081700,585.0000,1.4297,0.3893
460,"POLYGON ((5.0 -32.5, 10.0 -32.5, 10.0 -27.5, 5.0 -27.5, 5.0 -32.5))",9.988300,27.066000,41.776000,13.761000,0.548360,5.507700,556.9300,1.5247,0.4153
461,"POLYGON ((10.0 -32.5, 15.0 -32.5, 15.0 -27.5, 10.0 -27.5, 10.0 -32.5))",10.137000,23.332000,44.370000,15.458000,0.346050,5.336200,564.9900,1.4497,0.3948
462,"POLYGON ((15.0 -32.5, 20.0 -32.5, 20.0 -27.5, 15.0 -27.5, 15.0 -32.5))",10.938000,25.258000,41.778000,15.351000,0.214240,5.453500,587.2900,1.5481,0.4216
463,"POLYGON ((20.0 -32.5, 25.0 -32.5, 25.0 -27.5, 20.0 -27.5, 20.0 -32.5))",8.710400,22.187000,46.527000,16.830000,0.271560,5.833300,542.7000,1.1996,0.3265
464,"POLYGON ((25.0 -32.5, 30.0 -32.5, 30.0 -27.5, 25.0 -27.5, 25.0 -32.5))",5.722400,24.888000,47.778000,13.865000,0.818700,5.560600,436.3300,1.1904,0.3240
465,"POLYGON ((30.0 -32.5, 35.0 -32.5, 35.0 -27.5, 30.0 -27.5, 30.0 -32.5))",6.691700,24.092000,45.848000,16.675000,0.522580,5.589300,507.5200,0.9853,0.2680
