id,WKT,mgo,al2o3,sio2,cao,tio2,feo,potassium,thorium,uranium
5574,"POLYGON ((-118.5 -1.0, -117.0 -1.0, -117.0 1.0, -118.5 1.0, -118.5 -1.0))",4.067000,25.704000,35.116000,21.116000,0.524360,3.947400,208.8100,1.4011,0.3815
5575,"POLYGON ((-117.0 -1.0, -115.5 -1.0, -115.5 1.0, -117.0 1.0, -117.0 -1.0))",1.630200,31.815000,33.500000,17.620000,0.888330,4.000200,354.9800,0.6094,0.1654
5576,"POLYGON ((-115.5 -1.0, -114.0 -1.0, -114.0 1.0, -115.5 1.0, -115.5 -1.0))",0.000000,35.545000,43.930000,12.160000,0.656130,2.205300,575.2000,0.6203,0.1683
5577,"POLYGON ((-114.0 -1.0, -112.5 -1.0, -112.5 1.0, -114.0 1.0, -114.0 -1.0))",0.691130,36.554000,42.618000,7.976200,0.866520,3.278200,386.5700,0.6583,0.1787
5578,"POLYGON ((-112.5 -1.0, -111.0 -1.0, -111.0 1.0, -112.5 1.0, -112.5 -1.0))",5.260600,28.613000,37.248000,13.561000,0.000000,4.774600,466.6300,0.9495,0.2582
5579,"POLYGON ((-111.0 -1.0, -109.5 -1.0, -109.5 1.0, -111.0 1.0, -111.0 -1.0))",7.241600,29.803000,40.078000,8.086600,0.000000,5.066000,418.8200,0.6973,0.1894
5580,"POLYGON ((-109.5 -1.0, -108.0 -1.0, -108.0 1.0, -109.5 1.0, -109.5 -1.0))",7.288000,14.025000,48.498000,19.710000,0.074391,4.074600,32.2040,0.1152,0.0304
5581,"POLYGON ((-108.0 -1.0, -106.5 -1.0, -106.5 1.0, -108.0 1.0, -108.0 -1.0))",0.000000,20.493000,48.275000,19.080000,0.723820,4.396000,352.9200,0.5619,0.1524
5582,"POLYGON ((-106.5 -1.0, -105.0 -1.0, -105.0 1.0, -106.5 1.0, -106.5 -1.0))",1.284200,22.885000,42.584000,19.236000,0.000000,5.196600,807.7000,0.6646,0.1804
5583,"POLYGON ((-105.0 -1.0, -103.5 -1.0, -103.5 1.0, -105.0 1.0, -105.0 -1.0))",5.978900,26.215000,48.920000,12.664000,0.202780,2.745500,385.9200,0.3623,0.0979
5584,"POLYGON ((-103.5 -1.0, -102.0 -1.0, -102.0 1.0, -103.5 1.0, -103.5 -1.0))",1.099000,25.315000,46.332000,17.450000,0.000000,3.745900,467.0200,0.3932,0.1064
5585,"POLYGON ((-102.0 -1.0, -100.5 -1.0, -100.5 1.0, -102.0 1.0, -102.0 -1.0))",6.809500,41.517000,32.271000,11.219000,0.000000,2.351000,267.2400,0.6018,0.1633
5586,"POLYGON ((-100.5 -1.0, -99.0 -1.0, -99.0 1.0, -100.5 1.0, -100.5 -1.0))",0.000000,23.453000,52.673000,11.518000,1.127200,5.115200,572.0100,0.8905,0.2421
5587,"POLYGON ((-99.0 -1.0, -97.5 -1.0, -97.5 1.0, -99.0 1.0, -99.0 -1.0))",0.000000,24.206000,46.292000,17.000000,0.210560,4.577500,400.1800,1.0810,0.2941
5588,"POLYGON ((-97.5 -1.0, -96.0 -1.0, -96.0 1.0, -97.5 1.0, -97.5 -1.0))",9.668200,14.066000,48.363000,16.717000,0.497480,4.469800,0.0000,0.9077,0.2468
5589,"POLYGON ((-96.0 -1.0, -94.5 -1.0, -94.5 1.0, -96.0 1.0, -96.0 -1.0))",0.000000,21.222000,50.839000,18.226000,0.005815,5.795300,606.7600,0.6094,0.1654
5590,"POLYGON ((-94.5 -1.0, -93.0 -1.0, -93.0 1.0, -94.5 1.0, -94.5 -1.0))",4.389500,21.630000,48.578000,18.655000,0.000000,4.147800,261.6500,0.7622,0.2071
5591,"POLYGON ((-93.0 -1.0, -91.5 -1.0, -91.5 1.0, -93.0 1.0, -93.0 -1.0))",9.701400,18.025000,49.596000,15.622000,0.000000,4.418400,84.8600,1.1515,0.3134
5592,"POLYGON ((-91.5 -1.0, -90.0 -1.0, -90.0 1.0, -91.5 1.0, -91.5 -1.0))",6.636500,24.234000,56.678000,6.801600,0.000000,2.902200,174.4800,0.8215,0.2233
5593,"POLYGON ((-90.0 -1.0, -88.5 -1.0, -88.5 1.0, -90.0 1.0, -90.0 -1.0))",6.263100,15.029000,43.427000,22.096000,0.696400,5.506100,0.0000,0.9563,0.2601
5594,"POLYGON ((-88.5 -1.0, -87.0 -1.0, -87.0 1.0, -88.5 1.0, -88.5 -1.0))",0.000000,18.276000,45.919000,21.021000,1.455800,5.353200,331.0700,0.9546,0.2596
5595,"POLYGON ((-87.0 -1.0, -85.5 -1.0, -85.5 1.0, -87.0 1.0, -87.0 -1.0))",5.027100,33.580000,36.147000,12.467000,0.197990,6.518600,950.7900,0.2277,0.0612
5596,"POLYGON ((-85.5 -1.0, -84.0 -1.0, -84.0 1.0, -85.5 1.0, -85.5 -1.0))",0.000000,28.148000,41.626000,21.073000,1.056800,3.210000,697.2300,0.5506,0.1493
5597,"POLYGON ((-84.0 -1.0, -82.5 -1.0, -82.5 1.0, -84.0 1.0, -84.0 -1.0))",2.839000,27.175000,51.051000,13.021000,0.000000,3.390900,397.3600,1.3630,0.3711
5598,"POLYGON ((-82.5 -1.0, -81.0 -1.0, -81.0 1.0, -82.5 1.0, -82.5 -1.0))",2.181000,14.718000,45.606000,26.710000,0.000000,6.289500,598.1300,1.0947,0.2979
5599,"POLYGON ((-81.0 -1.0, -79.5 -1.0, -79.5 1.0, -81.0 1.0, -81.0 -1.0))",0.000000,25.874000,47.745000,14.533000,0.448270,6.088100,774.3200,1.3821,0.3763
5600,"POLYGON ((-79.5 -1.0, -78.0 -1.0, -78.0 1.0, -79.5 1.0, -79.5 -1.0))",0.000000,29.967000,45.303000,16.118000,0.221020,5.406100,779.2300,0.9941,0.2704
5601,"POLYGON ((-78.0 -1.0, -76.5 -1.0, -76.5 1.0, -78.0 1.0, -78.0 -1.0))",0.593330,26.321000,45.972000,11.522000,1.583500,7.370200,907.4700,1.2561,0.3419
5602,"POLYGON ((-76.5 -1.0, -75.0 -1.0, -75.0 1.0, -76.5 1.0, -76.5 -1.0))",0.823860,25.745000,39.316000,21.794000,1.004200,6.304100,944.1400,1.2339,0.3358
5603,"POLYGON ((-75.0 -1.0, -73.5 -1.0, -73.5 1.0, -75.0 1.0, -75.0 -1.0))",0.000000,13.455000,48.252000,25.710000,0.438450,7.605400,551.9100,1.3153,0.3581
5604,"POLYGON ((-73.5 -1.0, -72.0 -1.0, -72.0 1.0, -73.5 1.0, -73.5 -1.0))",0.929430,31.447000,36.991000,22.218000,0.558190,5.116500,1013.1000,1.7496,0.4767
5605,"POLYGON ((-72.0 -1.0, -70.5 -1.0, -70.5 1.0, -72.0 1.0, -72.0 -1.0))",6.011900,25.097000,49.329000,13.630000,0.615970,4.019500,761.2100,2.1978,0.5990
5606,"POLYGON ((-70.5 -1.0, -69.0 -1.0, -69.0 1.0, -70.5 1.0, -70.5 -1.0))",6.477300,15.403000,41.820000,17.710000,1.691100,9.678700,1005.2000,2.4224,0.6603
5607,"POLYGON ((-69.0 -1.0, -67.5 -1.0, -67.5 1.0, -69.0 1.0, -69.0 -1.0))",14.450000,14.804000,42.614000,16.178000,0.000000,10.796000,665.0300,2.0352,0.5546
5608,"POLYGON ((-67.5 -1.0, -66.0 -1.0, -66.0 1.0, -67.5 1.0, -67.5 -1.0))",14.088000,12.992000,42.922000,18.397000,1.277300,7.940500,699.8100,2.5880,0.7055
5609,"POLYGON ((-66.0 -1.0, -64.5 -1.0, -64.5 1.0, -66.0 1.0, -66.0 -1.0))",6.019400,32.039000,40.866000,5.538800,0.914900,9.047900,1548.9000,3.0346,0.8275
5610,"POLYGON ((-64.5 -1.0, -63.0 -1.0, -63.0 1.0, -64.5 1.0, -64.5 -1.0))",20.800000,18.569000,34.831000,12.488000,0.897360,10.613000,311.8300,2.9811,0.8128
5611,"POLYGON ((-63.0 -1.0, -61.5 -1.0, -61.5 1.0, -63.0 1.0, -63.0 -1.0))",7.021800,6.234600,42.888000,17.693000,4.209100,16.549000,1106.5000,3.4364,0.9372
5612,"POLYGON ((-61.5 -1.0, -60.0 -1.0, -60.0 1.0, -61.5 1.0, -61.5 -1.0))",14.528000,5.178800,36.427000,14.108000,5.263800,17.443000,845.7700,3.0268,0.8253
5613,"POLYGON ((-60.0 -1.0, -58.5 -1.0, -58.5 1.0, -60.0 1.0, -60.0 -1.0))",6.985600,20.877000,39.237000,3.695600,3.431200,17.102000,1572.5000,3.1766,0.8662
5614,"POLYGON ((-58.5 -1.0, -57.0 -1.0, -57.0 1.0, -58.5 1.0, -58.5 -1.0))",12.185000,10.242000,35.410000,9.895800,4.208700,19.431000,1158.3000,2.9833,0.8135
5615,"POLYGON ((-57.0 -1.0, -55.5 -1.0, -55.5 1.0, -57.0 1.0, -57.0 -1.0))",12.190000,4.818600,39.121000,11.010000,1.611400,23.095000,942.1800,3.4803,0.9491
5616,"POLYGON ((-55.5 -1.0, -54.0 -1.0, -54.0 1.0, -55.5 1.0, -55.5 -1.0))",9.872000,21.662000,28.879000,6.912400,3.848000,19.576000,1049.2000,3.5264,0.9617
5617,"POLYGON ((-54.0 -1.0, -52.5 -1.0, -52.5 1.0, -54.0 1.0, -54.0 -1.0))",7.229400,0.437180,39.790000,20.834000,4.643100,19.358000,1175.5000,3.3493,0.9133
5618,"POLYGON ((-52.5 -1.0, -51.0 -1.0, -51.0 1.0, -52.5 1.0, -52.5 -1.0))",10.498000,5.729700,40.992000,13.263000,4.059400,18.927000,1225.7000,3.5859,0.9779
5619,"POLYGON ((-51.0 -1.0, -49.5 -1.0, -49.5 1.0, -51.0 1.0, -51.0 -1.0))",8.270100,14.043000,32.362000,4.812600,4.080600,25.424000,1735.8000,3.9755,1.0843
5620,"POLYGON ((-49.5 -1.0, -48.0 -1.0, -48.0 1.0, -49.5 1.0, -49.5 -1.0))",6.750500,8.813700,42.895000,8.742300,3.318100,21.199000,1730.3000,4.4416,1.2115
5621,"POLYGON ((-48.0 -1.0, -46.5 -1.0, -46.5 1.0, -48.0 1.0, -48.0 -1.0))",8.413700,0.000000,43.131000,19.699000,2.865500,21.223000,1985.9000,4.8087,1.3118
5622,"POLYGON ((-46.5 -1.0, -45.0 -1.0, -45.0 1.0, -46.5 1.0, -46.5 -1.0))",10.842000,15.028000,33.805000,13.624000,5.443100,15.142000,1347.3000,5.1340,1.4006
5623,"POLYGON ((-45.0 -1.0, -43.5 -1.0, -43.5 1.0, -45.0 1.0, -45.0 -1.0))",4.993800,0.000000,36.265000,17.316000,6.592500,25.800000,1660.0000,5.1387,1.4019
5624,"POLYGON ((-43.5 -1.0, -42.0 -1.0, -42.0 1.0, -43.5 1.0, -43.5 -1.0))",1.765900,10.904000,34.355000,9.659700,6.172300,24.648000,2423.6000,6.1241,1.6709
5625,"POLYGON ((-42.0 -1.0, -40.5 -1.0, -40.5 1.0, -42.0 1.0, -42.0 -1.0))",10.974000,0.000000,45.520000,16.784000,4.418600,17.750000,1938.2000,5.3981,1.4727
5626,"POLYGON ((-40.5 -1.0, -39.0 -1.0, -39.0 1.0, -40.5 1.0, -40.5 -1.0))",13.400000,6.685500,20.567000,18.962000,5.786000,24.282000,1859.2000,5.8171,1.5871
5627,"POLYGON ((-39.0 -1.0, -37.5 -1.0, -37.5 1.0, -39.0 1.0, -39.0 -1.0))",4.910400,1.147000,31.861000,21.880000,8.039100,21.744000,2720.4000,6.2283,1.6993
5628,"POLYGON ((-37.5 -1.0, -36.0 -1.0, -36.0 1.0, -37.5 1.0, -37.5 -1.0))",15.262000,3.174300,26.877000,23.102000,6.086500,19.587000,2050.5000,6.3044,1.7201
5629,"POLYGON ((-36.0 -1.0, -34.5 -1.0, -34.5 1.0, -36.0 1.0, -36.0 -1.0))",6.035000,10.590000,38.166000,8.802200,5.912900,23.906000,3243.6000,6.0990,1.6640
5630,"POLYGON ((-34.5 -1.0, -33.0 -1.0, -33.0 1.0, -34.5 1.0, -34.5 -1.0))",5.774100,15.911000,38.326000,7.197200,5.992000,20.378000,3067.3000,6.4319,1.7549
5631,"POLYGON ((-33.0 -1.0, -31.5 -1.0, -31.5 1.0, -33.0 1.0, -33.0 -1.0))",14.594000,13.201000,29.047000,16.705000,2.845900,19.026000,2358.8000,7.2510,1.9785
5632,"POLYGON ((-31.5 -1.0, -30.0 -1.0, -30.0 1.0, -31.5 1.0, -31.5 -1.0))",11.463000,19.604000,35.032000,10.289000,3.576500,15.060000,2694.7000,8.2703,2.2568
5633,"POLYGON ((-30.0 -1.0, -28.5 -1.0, -28.5 1.0, -30.0 1.0, -30.0 -1.0))",13.990000,12.604000,39.357000,17.110000,2.822900,16.648000,3153.7000,8.6121,2.3501
5634,"POLYGON ((-28.5 -1.0, -27.0 -1.0, -27.0 1.0, -28.5 1.0, -28.5 -1.0))",6.598700,6.459100,42.998000,23.360000,1.909700,20.756000,3229.8000,9.0521,2.4702
5635,"POLYGON ((-27.0 -1.0, -25.5 -1.0, -25.5 1.0, -27.0 1.0, -27.0 -1.0))",11.686000,25.705000,33.709000,6.175600,3.635100,18.802000,3375.6000,9.6402,2.6308
5636,"POLYGON ((-25.5 -1.0, -24.0 -1.0, -24.0 1.0, -25.5 1.0, -25.5 -1.0))",3.638600,26.357000,27.182000,21.702000,5.128900,15.146000,3420.8000,9.4578,2.5810
5637,"POLYGON ((-24.0 -1.0, -22.5 -1.0, -22.5 1.0, -24.0 1.0, -24.0 -1.0))",10.875000,11.830000,43.275000,15.716000,0.502760,18.161000,3123.4000,9.8407,2.6855
5638,"POLYGON ((-22.5 -1.0, -21.0 -1.0, -21.0 1.0, -22.5 1.0, -22.5 -1.0))",5.187300,24.842000,35.169000,21.789000,4.450600,11.255000,3679.8000,9.8388,2.6850
5639,"POLYGON ((-21.0 -1.0, -19.5 -1.0, -19.5 1.0, -21.0 1.0, -21.0 -1.0))",0.000000,8.752300,44.137000,21.199000,5.618400,20.354000,4209.9000,10.1490,2.7697
5640,"POLYGON ((-19.5 -1.0, -18.0 -1.0, -18.0 1.0, -19.5 1.0, -19.5 -1.0))",9.256900,5.124300,37.491000,27.220000,2.614700,16.460000,3904.8000,11.6440,3.1777
5641,"POLYGON ((-18.0 -1.0, -16.5 -1.0, -16.5 1.0, -18.0 1.0, -18.0 -1.0))",11.986000,18.013000,36.807000,13.843000,4.452300,15.900000,3647.5000,11.5230,3.1448
5642,"POLYGON ((-16.5 -1.0, -15.0 -1.0, -15.0 1.0, -16.5 1.0, -16.5 -1.0))",10.972000,29.950000,31.774000,12.738000,3.029300,11.654000,4105.6000,10.8090,2.9499
5643,"POLYGON ((-15.0 -1.0, -13.5 -1.0, -13.5 1.0, -15.0 1.0, -15.0 -1.0))",7.077000,10.808000,40.938000,19.845000,4.339300,15.440000,4066.8000,10.0190,2.7341
5644,"POLYGON ((-13.5 -1.0, -12.0 -1.0, -12.0 1.0, -13.5 1.0, -13.5 -1.0))",1.818400,27.059000,37.177000,18.140000,3.068400,11.449000,3953.3000,10.1650,2.7741
5645,"POLYGON ((-12.0 -1.0, -10.5 -1.0, -10.5 1.0, -12.0 1.0, -12.0 -1.0))",14.742000,7.736100,44.715000,14.889000,1.481400,15.829000,3186.3000,9.2803,2.5325
5646,"POLYGON ((-10.5 -1.0, -9.0 -1.0, -9.0 1.0, -10.5 1.0, -10.5 -1.0))",12.271000,9.568800,34.982000,16.428000,2.400400,20.174000,3321.9000,9.2584,2.5265
5647,"POLYGON ((-9.0 -1.0, -7.5 -1.0, -7.5 1.0, -9.0 1.0, -9.0 -1.0))",3.622500,15.027000,39.151000,22.959000,3.756300,14.519000,3759.7000,9.0054,2.4575
5648,"POLYGON ((-7.5 -1.0, -6.0 -1.0, -6.0 1.0, -7.5 1.0, -7.5 -1.0))",5.019600,14.981000,35.902000,17.715000,5.431300,15.113000,3359.6000,8.6437,2.3587
5649,"POLYGON ((-6.0 -1.0, -4.5 -1.0, -4.5 1.0, -6.0 1.0, -6.0 -1.0))",1.708800,17.181000,39.746000,22.595000,4.346000,13.864000,3700.5000,8.3551,2.2799
5650,"POLYGON ((-4.5 -1.0, -3.0 -1.0, -3.0 1.0, -4.5 1.0, -4.5 -1.0))",9.548600,3.970800,45.429000,24.742000,2.597500,13.001000,3272.6000,7.3730,2.0118
5651,"POLYGON ((-3.0 -1.0, -1.5 -1.0, -1.5 1.0, -3.0 1.0, -3.0 -1.0))",7.707500,16.701000,44.776000,18.521000,2.889600,9.437000,2732.3000,6.2853,1.7149
5652,"POLYGON ((-1.5 -1.0, 0.0 -1.0, 0.0 1.0, -1.5 1.0, -1.5 -1.0))",12.393000,10.360000,41.322000,17.736000,3.772400,13.075000,2385.5000,6.1277,1.6718
5653,"POLYGON ((0.0 -1.0, 1.5 -1.0, 1.5 1.0, 0.0 1.0, 0.0 -1.0))",12.189000,19.713000,43.921000,13.560000,0.000000,11.066000,2001.3000,5.6457,1.5403
5654,"POLYGON ((1.5 -1.0, 3.0 -1.0, 3.0 1.0, 1.5 1.0, 1.5 -1.0))",4.411900,19.849000,43.823000,15.714000,1.532800,13.337000,2435.2000,5.0424,1.3756
5655,"POLYGON ((3.0 -1.0, 4.5 -1.0, 4.5 1.0, 3.0 1.0, 3.0 -1.0))",3.908200,30.569000,34.456000,15.767000,1.234100,10.510000,1741.2000,5.8547,1.5973
5656,"POLYGON ((4.5 -1.0, 6.0 -1.0, 6.0 1.0, 4.5 1.0, 4.5 -1.0))",3.899700,16.410000,48.009000,18.667000,2.118900,9.650400,2108.1000,5.0435,1.3759
5657,"POLYGON ((6.0 -1.0, 7.5 -1.0, 7.5 1.0, 6.0 1.0, 6.0 -1.0))",0.000000,21.705000,39.427000,26.923000,1.698700,8.221800,2209.4000,4.3839,1.1958
5658,"POLYGON ((7.5 -1.0, 9.0 -1.0, 9.0 1.0, 7.5 1.0, 7.5 -1.0))",6.439300,4.512700,53.253000,25.633000,1.333100,8.096700,1857.3000,3.6603,0.9983
5659,"POLYGON ((9.0 -1.0, 10.5 -1.0, 10.5 1.0, 9.0 1.0, 9.0 -1.0))",12.581000,12.183000,38.139000,26.581000,1.329000,6.119100,804.9000,3.9145,1.0677
5660,"POLYGON ((10.5 -1.0, 12.0 -1.0, 12.0 1.0, 10.5 1.0, 10.5 -1.0))",18.780000,12.151000,43.773000,18.402000,1.119600,6.308700,806.3300,3.2659,0.8906
5661,"POLYGON ((12.0 -1.0, 13.5 -1.0, 13.5 1.0, 12.0 1.0, 12.0 -1.0))",21.540000,25.409000,39.480000,12.027000,0.000000,3.176500,439.0800,3.1334,0.8544
5662,"POLYGON ((13.5 -1.0, 15.0 -1.0, 15.0 1.0, 13.5 1.0, 13.5 -1.0))",8.296500,28.429000,48.040000,6.642200,1.130600,5.791300,1034.2000,2.8587,0.7794
5663,"POLYGON ((15.0 -1.0, 16.5 -1.0, 16.5 1.0, 15.0 1.0, 15.0 -1.0))",6.780100,9.935200,45.449000,25.889000,2.137900,6.545100,1108.5000,2.6237,0.7153
5664,"POLYGON ((16.5 -1.0, 18.0 -1.0, 18.0 1.0, 16.5 1.0, 16.5 -1.0))",4.187100,15.356000,45.586000,15.003000,2.361200,10.761000,1430.5000,2.6449,0.7210
5665,"POLYGON ((18.0 -1.0, 19.5 -1.0, 19.5 1.0, 18.0 1.0, 18.0 -1.0))",1.671500,14.863000,44.736000,20.043000,3.513100,9.999400,1186.1000,1.9627,0.5348
5666,"POLYGON ((19.5 -1.0, 21.0 -1.0, 21.0 1.0, 19.5 1.0, 19.5 -1.0))",5.333700,7.545500,44.041000,21.477000,4.217700,11.158000,985.2700,2.5654,0.6994
5667,"POLYGON ((21.0 -1.0, 22.5 -1.0, 22.5 1.0, 21.0 1.0, 21.0 -1.0))",5.286200,14.978000,36.643000,14.359000,5.479800,13.013000,779.4600,2.7979,0.7628
5668,"POLYGON ((22.5 -1.0, 24.0 -1.0, 24.0 1.0, 22.5 1.0, 22.5 -1.0))",10.535000,15.301000,43.931000,9.662700,3.443500,12.234000,1132.3000,1.4912,0.4061
5669,"POLYGON ((24.0 -1.0, 25.5 -1.0, 25.5 1.0, 24.0 1.0, 24.0 -1.0))",13.780000,21.061000,33.525000,6.945200,6.496300,9.619100,272.8000,1.9190,0.5229
5670,"POLYGON ((25.5 -1.0, 27.0 -1.0, 27.0 1.0, 25.5 1.0, 25.5 -1.0))",14.215000,2.417600,46.937000,13.159000,3.852600,14.013000,754.2000,1.0611,0.2887
5671,"POLYGON ((27.0 -1.0, 28.5 -1.0, 28.5 1.0, 27.0 1.0, 27.0 -1.0))",5.622500,18.251000,35.455000,7.803200,7.125300,15.142000,837.0300,1.1617,0.3162
5672,"POLYGON ((28.5 -1.0, 30.0 -1.0, 30.0 1.0, 28.5 1.0, 28.5 -1.0))",3.081600,4.244800,45.085000,19.703000,5.132600,14.630000,745.7100,1.8524,0.5047
5673,"POLYGON ((30.0 -1.0, 31.5 -1.0, 31.5 1.0, 30.0 1.0, 30.0 -1.0))",8.140900,13.384000,31.033000,17.844000,4.583100,16.005000,550.6500,1.4158,0.3855
5674,"POLYGON ((31.5 -1.0, 33.0 -1.0, 33.0 1.0, 31.5 1.0, 31.5 -1.0))",7.892400,9.341600,44.002000,13.452000,4.809000,12.900000,841.4500,1.6328,0.4448
5675,"POLYGON ((33.0 -1.0, 34.5 -1.0, 34.5 1.0, 33.0 1.0, 33.0 -1.0))",13.656000,23.157000,39.869000,11.272000,0.408490,10.347000,776.7700,1.6187,0.4409
5676,"POLYGON ((34.5 -1.0, 36.0 -1.0, 36.0 1.0, 34.5 1.0, 34.5 -1.0))",7.760700,19.251000,39.264000,11.487000,3.116900,11.748000,373.9100,1.5047,0.4098
5677,"POLYGON ((36.0 -1.0, 37.5 -1.0, 37.5 1.0, 36.0 1.0, 36.0 -1.0))",21.236000,12.111000,44.574000,13.726000,0.000000,9.326400,878.6700,1.5490,0.4219
5678,"POLYGON ((37.5 -1.0, 39.0 -1.0, 39.0 1.0, 37.5 1.0, 37.5 -1.0))",20.730000,29.007000,32.213000,7.709200,0.558510,10.315000,674.3000,1.2172,0.3313
5679,"POLYGON ((39.0 -1.0, 40.5 -1.0, 40.5 1.0, 39.0 1.0, 39.0 -1.0))",15.116000,22.066000,37.449000,5.302700,3.089100,11.021000,350.4400,1.7667,0.4813
5680,"POLYGON ((40.5 -1.0, 42.0 -1.0, 42.0 1.0, 40.5 1.0, 40.5 -1.0))",7.126200,4.153300,48.002000,15.512000,3.598100,13.828000,987.4100,1.5871,0.4323
5681,"POLYGON ((42.0 -1.0, 43.5 -1.0, 43.5 1.0, 42.0 1.0, 42.0 -1.0))",7.018400,19.553000,41.607000,11.933000,1.493900,16.194000,884.6200,1.2544,0.3414
5682,"POLYGON ((43.5 -1.0, 45.0 -1.0, 45.0 1.0, 43.5 1.0, 43.5 -1.0))",10.011000,14.179000,42.501000,16.799000,0.332240,12.206000,503.5900,1.3866,0.3775
5683,"POLYGON ((45.0 -1.0, 46.5 -1.0, 46.5 1.0, 45.0 1.0, 45.0 -1.0))",9.852100,16.328000,37.857000,7.255900,4.334400,13.873000,201.4900,1.6456,0.4482
5684,"POLYGON ((46.5 -1.0, 48.0 -1.0, 48.0 1.0, 46.5 1.0, 46.5 -1.0))",16.973000,6.211300,41.510000,16.190000,1.183100,13.262000,258.2900,0.9845,0.2678
5685,"POLYGON ((48.0 -1.0, 49.5 -1.0, 49.5 1.0, 48.0 1.0, 48.0 -1.0))",4.448000,5.410700,52.444000,21.334000,1.696300,12.381000,1031.1000,0.9624,0.2617
5686,"POLYGON ((49.5 -1.0, 51.0 -1.0, 51.0 1.0, 49.5 1.0, 49.5 -1.0))",13.760000,10.531000,38.122000,14.942000,4.109300,13.695000,172.2800,1.3479,0.3670
5687,"POLYGON ((51.0 -1.0, 52.5 -1.0, 52.5 1.0, 51.0 1.0, 51.0 -1.0))",16.831000,14.150000,41.764000,3.788000,1.638500,16.872000,420.2600,1.4437,0.3931
5688,"POLYGON ((52.5 -1.0, 54.0 -1.0, 54.0 1.0, 52.5 1.0, 52.5 -1.0))",9.746600,12.626000,44.294000,6.572500,1.573800,16.848000,293.6200,1.1946,0.3251
5689,"POLYGON ((54.0 -1.0, 55.5 -1.0, 55.5 1.0, 54.0 1.0, 54.0 -1.0))",7.963600,8.908400,36.907000,15.182000,3.753600,17.374000,1244.1000,0.8757,0.2381
5690,"POLYGON ((55.5 -1.0, 57.0 -1.0, 57.0 1.0, 55.5 1.0, 55.5 -1.0))",9.584700,2.054500,34.135000,15.117000,4.853900,20.594000,841.9900,1.5414,0.4198
5691,"POLYGON ((57.0 -1.0, 58.5 -1.0, 58.5 1.0, 57.0 1.0, 57.0 -1.0))",7.644200,4.982100,43.611000,15.646000,3.027100,16.137000,902.7500,1.6714,0.4553
5692,"POLYGON ((58.5 -1.0, 60.0 -1.0, 60.0 1.0, 58.5 1.0, 58.5 -1.0))",9.392900,13.394000,47.771000,10.304000,0.593200,13.558000,358.9500,1.4318,0.3899
5693,"POLYGON ((60.0 -1.0, 61.5 -1.0, 61.5 1.0, 60.0 1.0, 60.0 -1.0))",9.718800,13.300000,39.611000,20.450000,1.618400,12.665000,589.7300,1.1665,0.3174
5694,"POLYGON ((61.5 -1.0, 63.0 -1.0, 63.0 1.0, 61.5 1.0, 61.5 -1.0))",9.598800,4.591200,51.643000,14.321000,2.885800,10.993000,310.9400,1.3310,0.3624
5695,"POLYGON ((63.0 -1.0, 64.5 -1.0, 64.5 1.0, 63.0 1.0, 63.0 -1.0))",8.035100,24.472000,45.250000,4.961700,0.677890,10.655000,521.9900,1.5177,0.4133
5696,"POLYGON ((64.5 -1.0, 66.0 -1.0, 66.0 1.0, 64.5 1.0, 64.5 -1.0))",8.762400,12.104000,46.024000,14.191000,0.000000,11.397000,915.7700,1.0762,0.2928
5697,"POLYGON ((66.0 -1.0, 67.5 -1.0, 67.5 1.0, 66.0 1.0, 66.0 -1.0))",10.515000,16.034000,49.729000,10.421000,0.762240,8.448800,391.0800,1.5958,0.4346
5698,"POLYGON ((67.5 -1.0, 69.0 -1.0, 69.0 1.0, 67.5 1.0, 67.5 -1.0))",8.609300,22.952000,35.646000,15.431000,1.324400,8.480300,383.0600,1.5306,0.4169
5699,"POLYGON ((69.0 -1.0, 70.5 -1.0, 70.5 1.0, 69.0 1.0, 69.0 -1.0))",12.931000,21.095000,40.961000,15.261000,0.000000,7.984900,563.2000,0.6892,0.1871
5700,"POLYGON ((70.5 -1.0, 72.0 -1.0, 72.0 1.0, 70.5 1.0, 70.5 -1.0))",5.720900,18.552000,40.612000,17.931000,2.069900,8.812600,701.6100,0.7726,0.2099
5701,"POLYGON ((72.0 -1.0, 73.5 -1.0, 73.5 1.0, 72.0 1.0, 72.0 -1.0))",6.165300,14.665000,51.865000,17.331000,0.793680,6.548600,559.0300,1.0382,0.2824
5702,"POLYGON ((73.5 -1.0, 75.0 -1.0, 75.0 1.0, 73.5 1.0, 73.5 -1.0))",14.937000,19.852000,42.278000,6.910100,1.699500,8.297100,180.6100,1.1467,0.3120
5703,"POLYGON ((75.0 -1.0, 76.5 -1.0, 76.5 1.0, 75.0 1.0, 75.0 -1.0))",1.650800,18.153000,53.133000,12.361000,0.806190,8.277600,611.2400,1.0443,0.2841
5704,"POLYGON ((76.5 -1.0, 78.0 -1.0, 78.0 1.0, 76.5 1.0, 76.5 -1.0))",7.378900,21.876000,38.523000,21.457000,0.651440,8.016500,806.6000,0.8080,0.2196
5705,"POLYGON ((78.0 -1.0, 79.5 -1.0, 79.5 1.0, 78.0 1.0, 78.0 -1.0))",0.000000,31.734000,48.343000,6.861800,1.271500,7.612800,582.4000,0.8837,0.2402
