# 
# This is data from Figure 6, Lawrence et al., 2022, submitted.
#        MAPLON        MAPLAT          HMAP
      9.750000     -39.25000      29.59039
      10.25000     -39.25000      30.68774
      10.75000     -39.25000      31.94659
      11.25000     -39.25000      34.83466
      11.75000     -39.25000      36.29828
      12.25000     -39.25000      39.11115
      12.75000     -39.25000      40.43182
      13.25000     -39.25000      41.56189
      13.75000     -39.25000      43.45093
      14.25000     -39.25000      44.13995
      14.75000     -39.25000      45.42517
      15.25000     -39.25000      45.88464
      15.75000     -39.25000      46.79803
      16.25000     -39.25000      47.16901
      16.75000     -39.25000      47.59357
      17.25000     -39.25000      48.37299
      17.75000     -39.25000      48.92932
      18.25000     -39.25000      49.61102
      18.75000     -39.25000      49.99976
      19.25000     -39.25000      50.35931
      19.75000     -39.25000      50.61786
      20.25000     -39.25000      50.87341
      20.75000     -39.25000      51.09875
      21.25000     -39.25000      51.20660
      21.75000     -39.25000      51.25385
      22.25000     -39.25000      51.18835
      22.75000     -39.25000      51.04620
      23.25000     -39.25000      51.01752
      23.75000     -39.25000      51.14874
      24.25000     -39.25000      51.75323
      24.75000     -39.25000      52.46088
      25.25000     -39.25000      53.40332
      25.75000     -39.25000      53.98273
      26.25000     -39.25000      54.33875
      26.75000     -39.25000      54.77826
      27.25000     -39.25000      54.80109
      27.75000     -39.25000      55.04681
      28.25000     -39.25000      55.06726
      28.75000     -39.25000      55.42950
      29.25000     -39.25000      55.51581
      29.75000     -39.25000      55.51617
      30.25000     -39.25000      55.63409
      30.75000     -39.25000      55.76166
      31.25000     -39.25000      56.23804
      31.75000     -39.25000      56.98615
      32.25000     -39.25000      57.55103
      32.75000     -39.25000      57.92377
      33.25000     -39.25000      57.88928
      33.75000     -39.25000      57.05084
      34.25000     -39.25000      56.36346
      34.75000     -39.25000      54.91455
      35.25000     -39.25000      54.01373
      35.75000     -39.25000      53.11926
      36.25000     -39.25000      51.40637
      36.75000     -39.25000      50.57117
      37.25000     -39.25000      48.88452
      37.75000     -39.25000      48.25128
      38.25000     -39.25000      46.74969
      38.75000     -39.25000      46.21454
      39.25000     -39.25000      45.49377
      39.75000     -39.25000      43.58655
      40.25000     -39.25000      42.48383
      40.75000     -39.25000      40.55573
      41.25000     -39.25000      39.60150
      41.75000     -39.25000      38.02838
      42.25000     -39.25000      37.33160
      42.75000     -39.25000      36.82617
      43.25000     -39.25000      36.01965
      43.75000     -39.25000      35.85217
      44.25000     -39.25000      35.41486
      44.75000     -39.25000      35.36932
      45.25000     -39.25000      35.27802
      45.75000     -39.25000      35.38977
      46.25000     -39.25000      35.59204
      46.75000     -39.25000      36.10535
      47.25000     -39.25000      36.46808
      47.75000     -39.25000      37.14880
      48.25000     -39.25000      37.38257
      48.75000     -39.25000      37.72992
      49.25000     -39.25000      38.98004
      49.75000     -39.25000      39.82507
      50.25000     -39.25000      41.44257
      50.75000     -39.25000      42.22797
      51.25000     -39.25000      43.61578
      51.75000     -39.25000      44.23889
      52.25000     -39.25000      44.84375
      52.75000     -39.25000      45.86304
      53.25000     -39.25000      46.13440
      53.75000     -39.25000      46.45898
      54.25000     -39.25000      46.29614
      54.75000     -39.25000      46.01746
      55.25000     -39.25000      45.70721
      55.75000     -39.25000      45.46185
      56.25000     -39.25000      44.90594
      56.75000     -39.25000      44.65741
      57.25000     -39.25000      43.92102
      57.75000     -39.25000      43.61249
      58.25000     -39.25000      43.24579
      58.75000     -39.25000      42.48138
      59.25000     -39.25000      42.09003
      59.75000     -39.25000      41.73511
      60.25000     -39.25000      41.71716
      60.75000     -39.25000      41.99219
      61.25000     -39.25000      42.14410
      61.75000     -39.25000      42.23218
      62.25000     -39.25000      42.73077
      62.75000     -39.25000      42.96436
      63.25000     -39.25000      43.78705
      63.75000     -39.25000      44.28162
      64.25000     -39.25000      45.10321
      64.75000     -39.25000      45.45898
      65.25000     -39.25000      45.74481
      65.75000     -39.25000      46.17169
      66.25000     -39.25000      46.35767
      66.75000     -39.25000      46.55792
      67.25000     -39.25000      46.65106
      67.75000     -39.25000      46.62323
      68.25000     -39.25000      46.57959
      68.75000     -39.25000      46.46796
      69.25000     -39.25000      46.16113
      69.75000     -39.25000      46.06995
      70.25000     -39.25000      45.85553
      70.75000     -39.25000      45.87305
      71.25000     -39.25000      45.85516
      71.75000     -39.25000      45.58588
      72.25000     -39.25000      45.54498
      72.75000     -39.25000      45.24060
      73.25000     -39.25000      45.03693
      73.75000     -39.25000      44.35406
      74.25000     -39.25000      43.73767
      74.75000     -39.25000      43.08179
      75.25000     -39.25000      42.32928
      75.75000     -39.25000      41.99762
      76.25000     -39.25000      41.51385
      76.75000     -39.25000      40.99042
      77.25000     -39.25000      40.38965
      77.75000     -39.25000      39.79822
      78.25000     -39.25000      39.39874
      78.75000     -39.25000      39.80499
      79.25000     -39.25000      40.25482
      79.75000     -39.25000      41.95691
      80.25000     -39.25000      43.25348
      80.75000     -39.25000      44.46497
      81.25000     -39.25000      46.31421
      81.75000     -39.25000      46.97089
      82.25000     -39.25000      48.51001
      82.75000     -39.25000      49.18506
      83.25000     -39.25000      50.83606
      83.75000     -39.25000      51.71820
      84.25000     -39.25000      52.66998
      84.75000     -39.25000      54.20502
      85.25000     -39.25000      54.89972
      85.75000     -39.25000      55.67194
      86.25000     -39.25000      55.67340
      86.75000     -39.25000      55.64758
      87.25000     -39.25000      55.13495
      87.75000     -39.25000      54.44305
      88.25000     -39.25000      53.74438
      88.75000     -39.25000      53.08740
      89.25000     -39.25000      52.68536
      89.75000     -39.25000      52.55975
      90.25000     -39.25000      52.54797
      90.75000     -39.25000      52.69366
      91.25000     -39.25000      52.79315
      91.75000     -39.25000      52.58252
      92.25000     -39.25000      52.49860
      92.75000     -39.25000      52.16809
      93.25000     -39.25000      52.14447
      93.75000     -39.25000      52.14795
      94.25000     -39.25000      51.80780
      94.75000     -39.25000      51.89758
      95.25000     -39.25000      51.34698
      95.75000     -39.25000      50.86975
      96.25000     -39.25000      49.67078
      96.75000     -39.25000      48.88007
      97.25000     -39.25000      48.23688
      97.75000     -39.25000      47.60504
      98.25000     -39.25000      47.38702
      98.75000     -39.25000      47.52283
      99.25000     -39.25000      47.78058
      99.75000     -39.25000      48.72369
      100.2500     -39.25000      49.41931
      100.7500     -39.25000      50.44965
      101.2500     -39.25000      52.69312
      101.7500     -39.25000      54.36493
      102.2500     -39.25000      56.71570
      102.7500     -39.25000      57.90851
      103.2500     -39.25000      58.81091
      103.7500     -39.25000      60.02112
      104.2500     -39.25000      60.55609
      104.7500     -39.25000      61.27551
      105.2500     -39.25000      61.69952
      105.7500     -39.25000      61.98474
      106.2500     -39.25000      62.11786
      106.7500     -39.25000      62.14154
      107.2500     -39.25000      61.81000
      107.7500     -39.25000      61.72107
      108.2500     -39.25000      60.91083
      108.7500     -39.25000      60.46411
      109.2500     -39.25000      59.46252
      109.7500     -39.25000      59.29712
      110.2500     -39.25000      59.20477
      110.7500     -39.25000      58.13757
      111.2500     -39.25000      57.49921
      111.7500     -39.25000      55.71198
      112.2500     -39.25000      54.55798
      112.7500     -39.25000      52.58337
      113.2500     -39.25000      51.55023
      113.7500     -39.25000      50.72937
      114.2500     -39.25000      49.65198
      114.7500     -39.25000      49.37305
      115.2500     -39.25000      49.11652
      115.7500     -39.25000      49.36298
      116.2500     -39.25000      49.64117
      116.7500     -39.25000      50.30273
      117.2500     -39.25000      50.74182
      117.7500     -39.25000      52.15796
      118.2500     -39.25000      53.19568
      118.7500     -39.25000      55.43604
      119.2500     -39.25000      56.67383
      119.7500     -39.25000      57.78754
      120.2500     -39.25000      59.67706
      120.7500     -39.25000      60.43988
      121.2500     -39.25000      61.56793
      121.7500     -39.25000      61.79602
      122.2500     -39.25000      61.93298
      122.7500     -39.25000      61.57776
      123.2500     -39.25000      61.13477
      123.7500     -39.25000      60.30200
      124.2500     -39.25000      59.73865
      124.7500     -39.25000      58.62799
      125.2500     -39.25000      58.01660
      125.7500     -39.25000      57.46442
      126.2500     -39.25000      56.66949
      126.7500     -39.25000      56.36481
      127.2500     -39.25000      55.97876
      127.7500     -39.25000      55.75873
      128.2500     -39.25000      55.83698
      128.7500     -39.25000      55.99530
      129.2500     -39.25000      56.25964
      129.7500     -39.25000      56.70013
      130.2500     -39.25000      56.66473
      130.7500     -39.25000      56.59595
      131.2500     -39.25000      56.31476
      131.7500     -39.25000      55.95508
      132.2500     -39.25000      55.67664
      132.7500     -39.25000      55.35413
      133.2500     -39.25000      54.39789
      133.7500     -39.25000      53.65778
      134.2500     -39.25000      52.17670
      134.7500     -39.25000      51.30804
      135.2500     -39.25000      49.91687
      135.7500     -39.25000      49.33051
      136.2500     -39.25000      48.87195
      136.7500     -39.25000      48.04590
      137.2500     -39.25000      47.73615
      137.7500     -39.25000      47.31586
      138.2500     -39.25000      47.30133
      138.7500     -39.25000      47.49634
      139.2500     -39.25000      48.07074
      139.7500     -39.25000      48.66815
      140.2500     -39.25000      49.71478
      140.7500     -39.25000      50.44916
      141.2500     -39.25000      51.74078
      141.7500     -39.25000      52.48151
      142.2500     -39.25000      53.11029
      142.7500     -39.25000      54.26434
      143.2500     -39.25000      54.81744
      143.7500     -39.25000      56.08539
      144.2500     -39.25000      56.77765
      144.7500     -39.25000      57.87524
      145.2500     -39.25000      58.16425
      145.7500     -39.25000      58.25610
      146.2500     -39.25000      58.69110
      146.7500     -39.25000      58.78333
      147.2500     -39.25000      59.17798
      147.7500     -39.25000      59.25696
      148.2500     -39.25000      59.24646
      148.7500     -39.25000      59.16345
      149.2500     -39.25000      58.92505
      149.7500     -39.25000      58.62372
      150.2500     -39.25000      58.54260
      150.7500     -39.25000      58.37183
      151.2500     -39.25000      58.35016
      151.7500     -39.25000      58.16046
      152.2500     -39.25000      57.52222
      152.7500     -39.25000      56.86536
      153.2500     -39.25000      55.93451
      153.7500     -39.25000      55.02649
      154.2500     -39.25000      54.14081
      154.7500     -39.25000      53.18610
      155.2500     -39.25000      52.40259
      155.7500     -39.25000      52.55188
      156.2500     -39.25000      52.88342
      156.7500     -39.25000      54.11743
      157.2500     -39.25000      54.63928
      157.7500     -39.25000      55.88855
      158.2500     -39.25000      56.23883
      158.7500     -39.25000      56.66412
      159.2500     -39.25000      58.27716
      159.7500     -39.25000      59.07251
      160.2500     -39.25000      61.14496
      160.7500     -39.25000      62.27838
      161.2500     -39.25000      63.29712
      161.7500     -39.25000      64.91833
      162.2500     -39.25000      65.33130
      162.7500     -39.25000      66.06873
      163.2500     -39.25000      65.93054
      163.7500     -39.25000      66.05078
      164.2500     -39.25000      65.84125
      164.7500     -39.25000      65.58704
      165.2500     -39.25000      64.88013
      165.7500     -39.25000      63.92169
      166.2500     -39.25000      62.19525
      166.7500     -39.25000      61.03644
      167.2500     -39.25000      59.43695
      167.7500     -39.25000      58.87335
      168.2500     -39.25000      58.50677
      168.7500     -39.25000      57.39240
      169.2500     -39.25000      57.15936
      169.7500     -39.25000      56.14130
      170.2500     -39.25000      55.81671
      170.7500     -39.25000      55.42725
      171.2500     -39.25000      54.48352
      171.7500     -39.25000      54.36542
      172.2500     -39.25000      53.76868
      172.7500     -39.25000      53.71100
      173.2500     -39.25000      52.77441
      173.7500     -39.25000      52.39642
      174.2500     -39.25000      52.03412
      174.7500     -39.25000      50.71710
      175.2500     -39.25000      50.01422
      175.7500     -39.25000      47.78784
      176.2500     -39.25000      46.17358
      176.7500     -39.25000      43.44342
      177.2500     -39.25000      42.04254
      177.7500     -39.25000      40.89789
      178.2500     -39.25000      39.02710
      178.7500     -39.25000      38.12195
      179.2500     -39.25000      36.78412
      179.7500     -39.25000      36.03510
     -179.7500     -38.75000      30.40881
     -179.2500     -38.75000      29.83032
     -178.7500     -38.75000      29.81055
     -178.2500     -38.75000      31.20172
     -177.7500     -38.75000      32.52673
     -177.2500     -38.75000      35.48273
     -176.7500     -38.75000      37.38708
     -176.2500     -38.75000      39.23743
     -175.7500     -38.75000      42.66412
     -175.2500     -38.75000      44.26495
     -174.7500     -38.75000      47.75916
     -174.2500     -38.75000      49.73102
     -173.7500     -38.75000      53.33582
     -173.2500     -38.75000      55.19781
     -172.7500     -38.75000      56.72418
     -172.2500     -38.75000      58.70831
     -171.7500     -38.75000      59.22302
     -171.2500     -38.75000      59.84698
     -170.7500     -38.75000      59.85577
     -170.2500     -38.75000      59.80066
     -169.7500     -38.75000      59.64441
     -169.2500     -38.75000      59.44446
     -168.7500     -38.75000      58.82922
     -168.2500     -38.75000      58.71143
     -167.7500     -38.75000      58.15082
     -167.2500     -38.75000      58.04816
     -166.7500     -38.75000      57.86548
     -166.2500     -38.75000      57.34167
     -165.7500     -38.75000      57.42218
     -165.2500     -38.75000      57.34485
     -164.7500     -38.75000      57.46057
     -164.2500     -38.75000      57.44867
     -163.7500     -38.75000      57.51587
     -163.2500     -38.75000      57.64917
     -162.7500     -38.75000      57.97083
     -162.2500     -38.75000      58.21185
     -161.7500     -38.75000      58.58929
     -161.2500     -38.75000      58.82806
     -160.7500     -38.75000      59.07318
     -160.2500     -38.75000      59.26715
     -159.7500     -38.75000      59.58124
     -159.2500     -38.75000      59.86646
     -158.7500     -38.75000      60.36005
     -158.2500     -38.75000      60.37347
     -157.7500     -38.75000      60.47693
     -157.2500     -38.75000      59.92810
     -156.7500     -38.75000      59.74823
     -156.2500     -38.75000      59.58636
     -155.7500     -38.75000      58.92926
     -155.2500     -38.75000      58.65381
     -154.7500     -38.75000      57.69904
     -154.2500     -38.75000      56.89606
     -153.7500     -38.75000      55.88214
     -153.2500     -38.75000      54.55414
     -152.7500     -38.75000      53.86377
     -152.2500     -38.75000      53.24316
     -151.7500     -38.75000      53.17389
     -151.2500     -38.75000      52.94604
     -150.7500     -38.75000      52.98822
     -150.2500     -38.75000      53.00104
     -149.7500     -38.75000      52.71686
     -149.2500     -38.75000      52.64069
     -148.7500     -38.75000      52.40729
     -148.2500     -38.75000      52.52966
     -147.7500     -38.75000      52.54358
     -147.2500     -38.75000      52.66003
     -146.7500     -38.75000      52.63843
     -146.2500     -38.75000      52.55591
     -145.7500     -38.75000      52.61401
     -145.2500     -38.75000      52.88947
     -144.7500     -38.75000      52.99420
     -144.2500     -38.75000      52.99652
     -143.7500     -38.75000      53.37506
     -143.2500     -38.75000      53.57220
     -142.7500     -38.75000      54.39551
     -142.2500     -38.75000      54.95099
     -141.7500     -38.75000      56.08514
     -141.2500     -38.75000      56.88434
     -140.7500     -38.75000      57.65076
     -140.2500     -38.75000      58.35193
     -139.7500     -38.75000      58.60773
     -139.2500     -38.75000      58.40552
     -138.7500     -38.75000      58.27075
     -138.2500     -38.75000      57.37177
     -137.7500     -38.75000      57.07428
     -137.2500     -38.75000      56.66699
     -136.7500     -38.75000      54.64087
     -136.2500     -38.75000      53.61359
     -135.7500     -38.75000      50.60474
     -135.2500     -38.75000      49.02667
     -134.7500     -38.75000      45.56458
     -134.2500     -38.75000      43.92358
     -133.7500     -38.75000      42.33020
     -133.2500     -38.75000      39.32733
     -132.7500     -38.75000      38.07446
     -132.2500     -38.75000      36.19617
     -131.7500     -38.75000      35.82098
     -131.2500     -38.75000      35.73016
     -130.7500     -38.75000      35.79633
     -130.2500     -38.75000      36.21283
     -129.7500     -38.75000      37.35931
     -129.2500     -38.75000      38.01123
     -128.7500     -38.75000      39.90814
     -128.2500     -38.75000      40.79913
     -127.7500     -38.75000      41.93762
     -127.2500     -38.75000      45.12164
     -126.7500     -38.75000      46.98962
     -126.2500     -38.75000      50.66498
     -125.7500     -38.75000      52.52307
     -125.2500     -38.75000      55.55963
     -124.7500     -38.75000      56.90649
     -124.2500     -38.75000      58.13983
     -123.7500     -38.75000      59.84766
     -123.2500     -38.75000      60.40155
     -122.7500     -38.75000      60.42047
     -122.2500     -38.75000      59.85010
     -121.7500     -38.75000      59.03748
     -121.2500     -38.75000      57.23700
     -120.7500     -38.75000      56.10254
     -120.2500     -38.75000      53.44238
     -119.7500     -38.75000      51.73389
     -119.2500     -38.75000      48.50983
     -118.7500     -38.75000      46.87756
     -118.2500     -38.75000      45.50153
     -117.7500     -38.75000      43.16986
     -117.2500     -38.75000      42.34381
     -116.7500     -38.75000      40.97742
     -116.2500     -38.75000      40.76654
     -115.7500     -38.75000      40.37158
     -115.2500     -38.75000      40.45795
     -114.7500     -38.75000      40.48041
     -114.2500     -38.75000      40.73047
     -113.7500     -38.75000      40.91174
     -113.2500     -38.75000      41.83246
     -112.7500     -38.75000      42.46161
     -112.2500     -38.75000      44.10608
     -111.7500     -38.75000      45.01007
     -111.2500     -38.75000      45.87579
     -110.7500     -38.75000      47.73047
     -110.2500     -38.75000      48.50476
     -109.7500     -38.75000      50.41595
     -109.2500     -38.75000      51.30005
     -108.7500     -38.75000      52.28369
     -108.2500     -38.75000      54.41925
     -107.7500     -38.75000      55.60400
     -107.2500     -38.75000      57.53204
     -106.7500     -38.75000      58.30597
     -106.2500     -38.75000      59.47095
     -105.7500     -38.75000      59.86371
     -105.2500     -38.75000      60.28735
     -104.7500     -38.75000      61.06195
     -104.2500     -38.75000      61.54144
     -103.7500     -38.75000      61.84290
     -103.2500     -38.75000      61.69641
     -102.7500     -38.75000      61.02917
     -102.2500     -38.75000      60.46564
     -101.7500     -38.75000      60.05975
     -101.2500     -38.75000      59.39099
     -100.7500     -38.75000      59.07965
     -100.2500     -38.75000      58.34521
     -99.75000     -38.75000      58.17328
     -99.25000     -38.75000      58.04529
     -98.75000     -38.75000      57.25336
     -98.25000     -38.75000      56.56506
     -97.75000     -38.75000      55.20746
     -97.25000     -38.75000      54.30688
     -96.75000     -38.75000      53.22632
     -96.25000     -38.75000      52.72144
     -95.75000     -38.75000      52.33075
     -95.25000     -38.75000      51.75006
     -94.75000     -38.75000      51.57501
     -94.25000     -38.75000      51.21021
     -93.75000     -38.75000      51.06323
     -93.25000     -38.75000      50.69189
     -92.75000     -38.75000      50.50531
     -92.25000     -38.75000      50.34821
     -91.75000     -38.75000      50.12946
     -91.25000     -38.75000      49.99066
     -90.75000     -38.75000      49.81635
     -90.25000     -38.75000      49.69122
     -89.75000     -38.75000      49.84540
     -89.25000     -38.75000      50.05988
     -88.75000     -38.75000      50.32458
     -88.25000     -38.75000      50.86987
     -87.75000     -38.75000      51.12866
     -87.25000     -38.75000      51.86401
     -86.75000     -38.75000      52.26855
     -86.25000     -38.75000      52.67517
     -85.75000     -38.75000      53.50494
     -85.25000     -38.75000      53.95129
     -84.75000     -38.75000      54.70789
     -84.25000     -38.75000      55.05035
     -83.75000     -38.75000      55.30634
     -83.25000     -38.75000      55.30737
     -82.75000     -38.75000      55.26392
     -82.25000     -38.75000      54.89520
     -81.75000     -38.75000      54.72345
     -81.25000     -38.75000      53.95544
     -80.75000     -38.75000      53.55603
     -80.25000     -38.75000      52.29242
     -79.75000     -38.75000      51.57019
     -79.25000     -38.75000      50.84131
     -78.75000     -38.75000      49.45520
     -78.25000     -38.75000      48.71570
     -77.75000     -38.75000      47.43634
     -77.25000     -38.75000      46.77618
     -76.75000     -38.75000      46.23022
     -76.25000     -38.75000      45.71100
     -75.75000     -38.75000      45.54150
     -75.25000     -38.75000      45.85370
     -74.75000     -38.75000      46.23322
     -74.25000     -38.75000      47.32538
     -73.75000     -38.75000      47.96600
     -73.25000     -38.75000      48.62396
     -72.75000     -38.75000      50.16125
     -72.25000     -38.75000      50.91052
     -71.75000     -38.75000      52.56934
     -71.25000     -38.75000      53.34448
     -70.75000     -38.75000      54.79517
     -70.25000     -38.75000      55.36530
     -69.75000     -38.75000      55.82410
     -69.25000     -38.75000      56.51837
     -68.75000     -38.75000      56.63684
     -68.25000     -38.75000      56.60944
     -67.75000     -38.75000      56.18640
     -67.25000     -38.75000      55.43726
     -66.75000     -38.75000      54.11218
     -66.25000     -38.75000      52.93787
     -65.75000     -38.75000      51.48737
     -65.25000     -38.75000      50.66394
     -64.75000     -38.75000      49.58087
     -64.25000     -38.75000      49.08667
     -63.75000     -38.75000      48.68042
     -63.25000     -38.75000      48.06525
     -62.75000     -38.75000      47.90546
     -62.25000     -38.75000      47.78796
     -61.75000     -38.75000      47.95508
     -61.25000     -38.75000      48.34180
     -60.75000     -38.75000      48.64691
     -60.25000     -38.75000      48.88959
     -59.75000     -38.75000      49.56842
     -59.25000     -38.75000      49.94592
     -58.75000     -38.75000      51.07367
     -58.25000     -38.75000      51.75159
     -57.75000     -38.75000      53.06598
     -57.25000     -38.75000      53.62787
     -56.75000     -38.75000      53.96948
     -56.25000     -38.75000      54.53204
     -55.75000     -38.75000      54.53082
     -55.25000     -38.75000      54.68793
     -54.75000     -38.75000      54.62628
     -54.25000     -38.75000      54.41113
     -53.75000     -38.75000      53.53967
     -53.25000     -38.75000      52.72723
     -52.75000     -38.75000      51.13422
     -52.25000     -38.75000      50.23700
     -51.75000     -38.75000      48.64868
     -51.25000     -38.75000      47.99530
     -50.75000     -38.75000      47.34821
     -50.25000     -38.75000      46.00397
     -49.75000     -38.75000      45.45398
     -49.25000     -38.75000      44.68939
     -48.75000     -38.75000      44.41858
     -48.25000     -38.75000      44.33783
     -47.75000     -38.75000      44.36530
     -47.25000     -38.75000      44.56879
     -46.75000     -38.75000      45.58704
     -46.25000     -38.75000      46.23749
     -45.75000     -38.75000      47.93518
     -45.25000     -38.75000      49.03174
     -44.75000     -38.75000      50.04547
     -44.25000     -38.75000      51.39789
     -43.75000     -38.75000      51.58496
     -43.25000     -38.75000      52.04230
     -42.75000     -38.75000      52.04785
     -42.25000     -38.75000      52.45111
     -41.75000     -38.75000      52.54578
     -41.25000     -38.75000      52.49939
     -40.75000     -38.75000      52.45679
     -40.25000     -38.75000      52.41333
     -39.75000     -38.75000      52.79736
     -39.25000     -38.75000      53.47870
     -38.75000     -38.75000      54.73370
     -38.25000     -38.75000      55.94916
     -37.75000     -38.75000      57.01788
     -37.25000     -38.75000      58.06952
     -36.75000     -38.75000      58.48193
     -36.25000     -38.75000      59.02319
     -35.75000     -38.75000      59.27850
     -35.25000     -38.75000      59.80511
     -34.75000     -38.75000      60.12189
     -34.25000     -38.75000      60.36157
     -33.75000     -38.75000      60.30750
     -33.25000     -38.75000      60.01636
     -32.75000     -38.75000      59.06616
     -32.25000     -38.75000      58.21417
     -31.75000     -38.75000      57.24426
     -31.25000     -38.75000      55.42249
     -30.75000     -38.75000      54.05597
     -30.25000     -38.75000      51.68640
     -29.75000     -38.75000      50.23761
     -29.25000     -38.75000      48.16339
     -28.75000     -38.75000      47.21844
     -28.25000     -38.75000      46.36780
     -27.75000     -38.75000      44.97461
     -27.25000     -38.75000      44.32782
     -26.75000     -38.75000      43.89471
     -26.25000     -38.75000      44.16785
     -25.75000     -38.75000      44.86688
     -25.25000     -38.75000      45.42395
     -24.75000     -38.75000      45.89832
     -24.25000     -38.75000      46.70563
     -23.75000     -38.75000      47.33069
     -23.25000     -38.75000      47.92542
     -22.75000     -38.75000      48.20905
     -22.25000     -38.75000      48.27661
     -21.75000     -38.75000      47.49310
     -21.25000     -38.75000      47.09668
     -20.75000     -38.75000      45.26178
     -20.25000     -38.75000      44.31641
     -19.75000     -38.75000      41.64124
     -19.25000     -38.75000      40.40430
     -18.75000     -38.75000      39.08636
     -18.25000     -38.75000      36.02960
     -17.75000     -38.75000      34.59100
     -17.25000     -38.75000      31.81531
     -16.75000     -38.75000      30.59814
     -16.25000     -38.75000      28.74500
     -15.75000     -38.75000      28.02722
     -15.25000     -38.75000      27.38483
     -14.75000     -38.75000      26.88159
     -14.25000     -38.75000      26.72479
     -13.75000     -38.75000      27.56097
     -13.25000     -38.75000      28.35919
     -12.75000     -38.75000      30.18341
     -12.25000     -38.75000      31.23462
     -11.75000     -38.75000      32.21466
     -11.25000     -38.75000      33.47943
     -10.75000     -38.75000      33.93970
     -10.25000     -38.75000      33.95917
     -9.750000     -38.75000      33.75983
     -9.250000     -38.75000      33.41870
     -8.750000     -38.75000      31.94604
     -8.250000     -38.75000      31.01776
     -7.750000     -38.75000      28.62219
     -7.250000     -38.75000      27.30231
     -6.750000     -38.75000      24.80493
     -6.250000     -38.75000      23.70599
     -5.750000     -38.75000      22.81433
     -5.250000     -38.75000      21.49353
     -4.750000     -38.75000      21.26910
     -4.250000     -38.75000      21.09503
     -3.750000     -38.75000      21.26569
     -3.250000     -38.75000      21.93262
     -2.750000     -38.75000      22.33752
     -2.250000     -38.75000      22.86316
     -1.750000     -38.75000      24.57806
     -1.250000     -38.75000      25.55347
    -0.7500000     -38.75000      27.71350
    -0.2500000     -38.75000      28.74683
     0.2500000     -38.75000      29.66669
     0.7500000     -38.75000      31.20349
      1.250000     -38.75000      31.56055
      1.750000     -38.75000      32.03003
      2.250000     -38.75000      31.81317
      2.750000     -38.75000      31.46643
      3.250000     -38.75000      31.22473
      3.750000     -38.75000      31.01654
      4.250000     -38.75000      30.08673
      4.750000     -38.75000      29.36090
      5.250000     -38.75000      27.94434
      5.750000     -38.75000      27.09125
      6.250000     -38.75000      26.33844
      6.750000     -38.75000      26.17218
      7.250000     -38.75000      26.26080
      7.750000     -38.75000      27.07715
      8.250000     -38.75000      27.58344
      8.750000     -38.75000      29.11414
      9.250000     -38.75000      29.85522
      9.750000     -38.75000      32.03125
      10.25000     -38.75000      33.16913
      10.75000     -38.75000      34.36896
      11.25000     -38.75000      36.86810
      11.75000     -38.75000      37.98932
      12.25000     -38.75000      40.28021
      12.75000     -38.75000      41.26495
      13.25000     -38.75000      42.16742
      13.75000     -38.75000      43.91394
      14.25000     -38.75000      44.69348
      14.75000     -38.75000      46.11719
      15.25000     -38.75000      46.69464
      15.75000     -38.75000      47.63397
      16.25000     -38.75000      47.96442
      16.75000     -38.75000      48.39136
      17.25000     -38.75000      49.36218
      17.75000     -38.75000      50.13629
      18.25000     -38.75000      51.06738
      18.75000     -38.75000      51.55200
      19.25000     -38.75000      51.98785
      19.75000     -38.75000      52.20807
      20.25000     -38.75000      52.38495
      20.75000     -38.75000      52.55194
      21.25000     -38.75000      52.64429
      21.75000     -38.75000      52.75726
      22.25000     -38.75000      52.80298
      22.75000     -38.75000      52.74506
      23.25000     -38.75000      52.69263
      23.75000     -38.75000      52.76172
      24.25000     -38.75000      53.14569
      24.75000     -38.75000      53.65680
      25.25000     -38.75000      54.35199
      25.75000     -38.75000      54.84015
      26.25000     -38.75000      55.11163
      26.75000     -38.75000      55.31439
      27.25000     -38.75000      55.21320
      27.75000     -38.75000      55.26990
      28.25000     -38.75000      55.30688
      28.75000     -38.75000      55.54358
      29.25000     -38.75000      55.58575
      29.75000     -38.75000      55.46838
      30.25000     -38.75000      55.25220
      30.75000     -38.75000      55.11566
      31.25000     -38.75000      55.16675
      31.75000     -38.75000      55.60272
      32.25000     -38.75000      55.83771
      32.75000     -38.75000      56.08203
      33.25000     -38.75000      56.01837
      33.75000     -38.75000      55.22925
      34.25000     -38.75000      54.64954
      34.75000     -38.75000      53.40802
      35.25000     -38.75000      52.70660
      35.75000     -38.75000      52.03259
      36.25000     -38.75000      50.64026
      36.75000     -38.75000      49.90210
      37.25000     -38.75000      48.41418
      37.75000     -38.75000      47.81073
      38.25000     -38.75000      46.61334
      38.75000     -38.75000      46.28400
      39.25000     -38.75000      45.85852
      39.75000     -38.75000      44.46973
      40.25000     -38.75000      43.64673
      40.75000     -38.75000      42.04822
      41.25000     -38.75000      41.17084
      41.75000     -38.75000      39.74567
      42.25000     -38.75000      39.06689
      42.75000     -38.75000      38.56488
      43.25000     -38.75000      37.77734
      43.75000     -38.75000      37.58331
      44.25000     -38.75000      37.13641
      44.75000     -38.75000      37.10406
      45.25000     -38.75000      36.96094
      45.75000     -38.75000      37.07104
      46.25000     -38.75000      37.25690
      46.75000     -38.75000      37.60681
      47.25000     -38.75000      37.85706
      47.75000     -38.75000      38.27063
      48.25000     -38.75000      38.36163
      48.75000     -38.75000      38.57330
